"ns","lu.from","lu.to","value"
"52872","Forest","Cropland",1
"52884","Forest","Cropland",1
"52896","Forest","Cropland",1
"52897","Forest","Cropland",1
"52898","Forest","Cropland",1
"52900","Forest","Cropland",0
"52902","Forest","Cropland",1
"52903","Forest","Cropland",1
"55676","Forest","Cropland",0
"55703","Forest","Cropland",0
"55705","Forest","Cropland",0
"55706","Forest","Cropland",0
"55731","Forest","Cropland",0
"55733","Forest","Cropland",0
"55735","Forest","Cropland",0
"55736","Forest","Cropland",0
"55764","Forest","Cropland",0
"55765","Forest","Cropland",0
"55766","Forest","Cropland",0
"56899","Forest","Cropland",0
"56922","Forest","Cropland",0
"56928","Forest","Cropland",0
"57215","Forest","Cropland",0
"57219","Forest","Cropland",0
"57229","Forest","Cropland",0
"57881","Forest","Cropland",1
"57889","Forest","Cropland",1
"57890","Forest","Cropland",1
"57892","Forest","Cropland",1
"57896","Forest","Cropland",1
"60440","Forest","Cropland",0
"60459","Forest","Cropland",0
"60460","Forest","Cropland",0
"60484","Forest","Cropland",0
"60485","Forest","Cropland",0
"60486","Forest","Cropland",0
"60507","Forest","Cropland",0
"60508","Forest","Cropland",0
"61535","Forest","Cropland",0
"61538","Forest","Cropland",0
"61540","Forest","Cropland",0
"61542","Forest","Cropland",0
"61965","Forest","Cropland",1
"61972","Forest","Cropland",1
"63002","Forest","Cropland",0
"63023","Forest","Cropland",0
"63024","Forest","Cropland",0
"63035","Forest","Cropland",0
"63616","Forest","Cropland",0
"63636","Forest","Cropland",0
"63643","Forest","Cropland",0
"65120","Forest","Cropland",0
"65195","Forest","Cropland",0
"65197","Forest","Cropland",1
"65313","Forest","Cropland",1
"70262","Forest","Cropland",0
"70284","Forest","Cropland",0
"70285","Forest","Cropland",0
"72214","Forest","Cropland",0
"72215","Forest","Cropland",0
"72227","Forest","Cropland",0
"72228","Forest","Cropland",0
"72271","Forest","Cropland",0
"72275","Forest","Cropland",0
"72279","Forest","Cropland",0
"72282","Forest","Cropland",0
"72285","Forest","Cropland",0
"72286","Forest","Cropland",0
"72288","Forest","Cropland",0
"72289","Forest","Cropland",0
"72295","Forest","Cropland",0
"72300","Forest","Cropland",0
"72885","Forest","Cropland",0
"72886","Forest","Cropland",0
"73782","Forest","Cropland",0
"73954","Forest","Cropland",0
"73965","Forest","Cropland",0
"73966","Forest","Cropland",0
"73979","Forest","Cropland",0
"73980","Forest","Cropland",0
"73997","Forest","Cropland",0
"74009","Forest","Cropland",0
"81023","Forest","Cropland",1
"81024","Forest","Cropland",1
"81025","Forest","Cropland",0
"81054","Forest","Cropland",0
"81055","Forest","Cropland",0
"81056","Forest","Cropland",1
"81057","Forest","Cropland",1
"81058","Forest","Cropland",1
"81059","Forest","Cropland",1
"81060","Forest","Cropland",0
"81061","Forest","Cropland",0
"81088","Forest","Cropland",0
"81089","Forest","Cropland",0
"81090","Forest","Cropland",0
"81092","Forest","Cropland",0
"81094","Forest","Cropland",0
"81095","Forest","Cropland",0
"81096","Forest","Cropland",0
"81097","Forest","Cropland",0
"81098","Forest","Cropland",1
"81099","Forest","Cropland",1
"81100","Forest","Cropland",1
"81101","Forest","Cropland",1
"81102","Forest","Cropland",0
"81127","Forest","Cropland",0
"81128","Forest","Cropland",0
"81129","Forest","Cropland",1
"81130","Forest","Cropland",0
"81131","Forest","Cropland",0
"81132","Forest","Cropland",0
"81133","Forest","Cropland",1
"81134","Forest","Cropland",0
"81135","Forest","Cropland",1
"81136","Forest","Cropland",1
"81137","Forest","Cropland",1
"81138","Forest","Cropland",1
"81139","Forest","Cropland",1
"81172","Forest","Cropland",0
"81173","Forest","Cropland",0
"81174","Forest","Cropland",1
"81175","Forest","Cropland",1
"81176","Forest","Cropland",1
"81177","Forest","Cropland",1
"81178","Forest","Cropland",0
"81179","Forest","Cropland",1
"81180","Forest","Cropland",0
"81181","Forest","Cropland",1
"81182","Forest","Cropland",1
"81183","Forest","Cropland",1
"81184","Forest","Cropland",1
"81185","Forest","Cropland",1
"81215","Forest","Cropland",1
"81216","Forest","Cropland",1
"81217","Forest","Cropland",1
"81218","Forest","Cropland",1
"81219","Forest","Cropland",0
"81220","Forest","Cropland",0
"81221","Forest","Cropland",0
"81222","Forest","Cropland",1
"81223","Forest","Cropland",1
"81224","Forest","Cropland",0
"81225","Forest","Cropland",1
"81226","Forest","Cropland",0
"81227","Forest","Cropland",1
"81228","Forest","Cropland",1
"81229","Forest","Cropland",1
"81230","Forest","Cropland",1
"81252","Forest","Cropland",0
"81253","Forest","Cropland",1
"81254","Forest","Cropland",1
"81255","Forest","Cropland",1
"81256","Forest","Cropland",1
"81257","Forest","Cropland",0
"81259","Forest","Cropland",1
"81260","Forest","Cropland",0
"81261","Forest","Cropland",1
"81262","Forest","Cropland",0
"81263","Forest","Cropland",1
"81264","Forest","Cropland",1
"81265","Forest","Cropland",0
"81266","Forest","Cropland",1
"81267","Forest","Cropland",1
"81268","Forest","Cropland",1
"81291","Forest","Cropland",0
"81292","Forest","Cropland",0
"81293","Forest","Cropland",0
"81294","Forest","Cropland",0
"81295","Forest","Cropland",0
"81296","Forest","Cropland",0
"81297","Forest","Cropland",1
"81298","Forest","Cropland",1
"81300","Forest","Cropland",1
"81301","Forest","Cropland",1
"81302","Forest","Cropland",0
"81303","Forest","Cropland",1
"81304","Forest","Cropland",1
"81305","Forest","Cropland",1
"81306","Forest","Cropland",1
"81307","Forest","Cropland",1
"81309","Forest","Cropland",1
"81332","Forest","Cropland",0
"81333","Forest","Cropland",0
"81334","Forest","Cropland",0
"81335","Forest","Cropland",0
"81336","Forest","Cropland",0
"81337","Forest","Cropland",0
"81338","Forest","Cropland",0
"81339","Forest","Cropland",1
"81340","Forest","Cropland",1
"81341","Forest","Cropland",1
"81342","Forest","Cropland",1
"81344","Forest","Cropland",1
"81345","Forest","Cropland",1
"81346","Forest","Cropland",1
"81347","Forest","Cropland",1
"81348","Forest","Cropland",1
"81349","Forest","Cropland",1
"81350","Forest","Cropland",0
"81351","Forest","Cropland",1
"81352","Forest","Cropland",1
"81353","Forest","Cropland",1
"81355","Forest","Cropland",1
"81378","Forest","Cropland",0
"81379","Forest","Cropland",0
"81380","Forest","Cropland",0
"81381","Forest","Cropland",0
"81382","Forest","Cropland",0
"81383","Forest","Cropland",0
"81384","Forest","Cropland",0
"81385","Forest","Cropland",0
"81386","Forest","Cropland",0
"81387","Forest","Cropland",0
"81388","Forest","Cropland",0
"81389","Forest","Cropland",0
"81390","Forest","Cropland",0
"81391","Forest","Cropland",0
"81393","Forest","Cropland",0
"81394","Forest","Cropland",1
"81395","Forest","Cropland",1
"81396","Forest","Cropland",0
"81398","Forest","Cropland",1
"81399","Forest","Cropland",1
"81400","Forest","Cropland",1
"81401","Forest","Cropland",1
"81402","Forest","Cropland",1
"81403","Forest","Cropland",0
"81404","Forest","Cropland",1
"81405","Forest","Cropland",1
"81434","Forest","Cropland",0
"81435","Forest","Cropland",0
"81436","Forest","Cropland",0
"81437","Forest","Cropland",0
"81438","Forest","Cropland",0
"81439","Forest","Cropland",0
"81440","Forest","Cropland",0
"81442","Forest","Cropland",0
"81443","Forest","Cropland",0
"81444","Forest","Cropland",0
"81445","Forest","Cropland",0
"81446","Forest","Cropland",0
"81447","Forest","Cropland",0
"81448","Forest","Cropland",0
"81449","Forest","Cropland",0
"81450","Forest","Cropland",0
"81451","Forest","Cropland",0
"81452","Forest","Cropland",0
"81453","Forest","Cropland",1
"81454","Forest","Cropland",1
"81455","Forest","Cropland",1
"81456","Forest","Cropland",1
"81457","Forest","Cropland",0
"81458","Forest","Cropland",1
"81459","Forest","Cropland",1
"81460","Forest","Cropland",1
"81461","Forest","Cropland",0
"81462","Forest","Cropland",1
"81463","Forest","Cropland",1
"81464","Forest","Cropland",1
"81486","Forest","Cropland",0
"81487","Forest","Cropland",0
"81488","Forest","Cropland",0
"81489","Forest","Cropland",0
"81490","Forest","Cropland",0
"81491","Forest","Cropland",0
"81492","Forest","Cropland",0
"81493","Forest","Cropland",0
"81494","Forest","Cropland",0
"81495","Forest","Cropland",0
"81497","Forest","Cropland",0
"81498","Forest","Cropland",0
"81499","Forest","Cropland",0
"81500","Forest","Cropland",0
"81501","Forest","Cropland",0
"81502","Forest","Cropland",0
"81503","Forest","Cropland",0
"81504","Forest","Cropland",0
"81505","Forest","Cropland",0
"81506","Forest","Cropland",0
"81508","Forest","Cropland",0
"81509","Forest","Cropland",0
"81510","Forest","Cropland",0
"81511","Forest","Cropland",1
"81512","Forest","Cropland",0
"81513","Forest","Cropland",1
"81514","Forest","Cropland",0
"81515","Forest","Cropland",1
"81517","Forest","Cropland",1
"81518","Forest","Cropland",0
"81519","Forest","Cropland",0
"81537","Forest","Cropland",0
"81538","Forest","Cropland",0
"81539","Forest","Cropland",0
"81540","Forest","Cropland",0
"81541","Forest","Cropland",0
"81542","Forest","Cropland",0
"81543","Forest","Cropland",0
"81544","Forest","Cropland",0
"81545","Forest","Cropland",0
"81546","Forest","Cropland",0
"81547","Forest","Cropland",0
"81548","Forest","Cropland",0
"81549","Forest","Cropland",0
"81550","Forest","Cropland",0
"81551","Forest","Cropland",0
"81552","Forest","Cropland",0
"81553","Forest","Cropland",0
"81554","Forest","Cropland",0
"81555","Forest","Cropland",0
"81556","Forest","Cropland",0
"81558","Forest","Cropland",0
"81559","Forest","Cropland",0
"81560","Forest","Cropland",1
"81561","Forest","Cropland",0
"81562","Forest","Cropland",0
"81563","Forest","Cropland",0
"81564","Forest","Cropland",1
"81566","Forest","Cropland",1
"81582","Forest","Cropland",0
"81583","Forest","Cropland",0
"81584","Forest","Cropland",0
"81585","Forest","Cropland",0
"81586","Forest","Cropland",0
"81587","Forest","Cropland",0
"81588","Forest","Cropland",0
"81589","Forest","Cropland",0
"81590","Forest","Cropland",0
"81591","Forest","Cropland",0
"81592","Forest","Cropland",0
"81593","Forest","Cropland",0
"81594","Forest","Cropland",0
"81595","Forest","Cropland",0
"81596","Forest","Cropland",0
"81597","Forest","Cropland",0
"81598","Forest","Cropland",0
"81600","Forest","Cropland",1
"81601","Forest","Cropland",1
"81602","Forest","Cropland",1
"81603","Forest","Cropland",0
"81604","Forest","Cropland",1
"81605","Forest","Cropland",1
"81606","Forest","Cropland",1
"81607","Forest","Cropland",0
"81625","Forest","Cropland",0
"81626","Forest","Cropland",0
"81627","Forest","Cropland",0
"81628","Forest","Cropland",0
"81629","Forest","Cropland",0
"81630","Forest","Cropland",0
"81631","Forest","Cropland",0
"81632","Forest","Cropland",0
"81633","Forest","Cropland",0
"81634","Forest","Cropland",0
"81635","Forest","Cropland",0
"81636","Forest","Cropland",0
"81637","Forest","Cropland",0
"81639","Forest","Cropland",0
"81640","Forest","Cropland",0
"81641","Forest","Cropland",0
"81642","Forest","Cropland",0
"81643","Forest","Cropland",0
"81644","Forest","Cropland",0
"81645","Forest","Cropland",0
"81646","Forest","Cropland",0
"81648","Forest","Cropland",1
"81649","Forest","Cropland",0
"81650","Forest","Cropland",0
"81651","Forest","Cropland",1
"81652","Forest","Cropland",1
"81653","Forest","Cropland",1
"81666","Forest","Cropland",0
"81667","Forest","Cropland",0
"81668","Forest","Cropland",0
"81669","Forest","Cropland",0
"81670","Forest","Cropland",0
"81671","Forest","Cropland",0
"81672","Forest","Cropland",0
"81673","Forest","Cropland",0
"81674","Forest","Cropland",0
"81675","Forest","Cropland",0
"81676","Forest","Cropland",0
"81677","Forest","Cropland",0
"81678","Forest","Cropland",0
"81679","Forest","Cropland",0
"81680","Forest","Cropland",0
"81681","Forest","Cropland",0
"81682","Forest","Cropland",0
"81683","Forest","Cropland",0
"81684","Forest","Cropland",0
"81685","Forest","Cropland",0
"81686","Forest","Cropland",0
"81707","Forest","Cropland",0
"81708","Forest","Cropland",0
"81709","Forest","Cropland",0
"81710","Forest","Cropland",0
"81711","Forest","Cropland",0
"81712","Forest","Cropland",0
"81713","Forest","Cropland",0
"81714","Forest","Cropland",0
"81715","Forest","Cropland",0
"81716","Forest","Cropland",0
"81717","Forest","Cropland",0
"81718","Forest","Cropland",0
"81719","Forest","Cropland",0
"81720","Forest","Cropland",0
"81721","Forest","Cropland",0
"81722","Forest","Cropland",0
"81723","Forest","Cropland",0
"81724","Forest","Cropland",0
"81725","Forest","Cropland",0
"81726","Forest","Cropland",0
"81727","Forest","Cropland",0
"81728","Forest","Cropland",0
"81749","Forest","Cropland",0
"81751","Forest","Cropland",0
"81752","Forest","Cropland",0
"81753","Forest","Cropland",0
"81754","Forest","Cropland",0
"81755","Forest","Cropland",0
"81756","Forest","Cropland",0
"81757","Forest","Cropland",0
"81758","Forest","Cropland",0
"81759","Forest","Cropland",0
"81760","Forest","Cropland",0
"81761","Forest","Cropland",0
"81762","Forest","Cropland",0
"81763","Forest","Cropland",0
"81764","Forest","Cropland",0
"81765","Forest","Cropland",0
"81766","Forest","Cropland",0
"81767","Forest","Cropland",0
"81768","Forest","Cropland",0
"81791","Forest","Cropland",0
"81792","Forest","Cropland",0
"81793","Forest","Cropland",0
"81794","Forest","Cropland",0
"81795","Forest","Cropland",0
"81796","Forest","Cropland",0
"81797","Forest","Cropland",0
"81798","Forest","Cropland",0
"81799","Forest","Cropland",0
"81800","Forest","Cropland",0
"81801","Forest","Cropland",0
"81802","Forest","Cropland",0
"81803","Forest","Cropland",0
"81804","Forest","Cropland",0
"81805","Forest","Cropland",0
"81806","Forest","Cropland",0
"81830","Forest","Cropland",0
"81831","Forest","Cropland",0
"81856","Forest","Cropland",0
"81881","Forest","Cropland",0
"81882","Forest","Cropland",0
"81907","Forest","Cropland",0
"81908","Forest","Cropland",0
"81926","Forest","Cropland",0
"96414","Forest","Cropland",0
"96762","Forest","Cropland",0
"101080","Forest","Cropland",1
"101094","Forest","Cropland",0
"101106","Forest","Cropland",0
"101107","Forest","Cropland",1
"101118","Forest","Cropland",1
"101120","Forest","Cropland",0
"101121","Forest","Cropland",0
"101137","Forest","Cropland",1
"101138","Forest","Cropland",1
"101165","Forest","Cropland",0
"101177","Forest","Cropland",1
"101178","Forest","Cropland",1
"101189","Forest","Cropland",1
"101190","Forest","Cropland",1
"101191","Forest","Cropland",1
"101202","Forest","Cropland",1
"101203","Forest","Cropland",1
"101204","Forest","Cropland",1
"101205","Forest","Cropland",1
"101206","Forest","Cropland",1
"101217","Forest","Cropland",1
"101218","Forest","Cropland",1
"101219","Forest","Cropland",1
"101220","Forest","Cropland",1
"101231","Forest","Cropland",1
"101241","Forest","Cropland",0
"101242","Forest","Cropland",0
"101249","Forest","Cropland",1
"101250","Forest","Cropland",0
"101257","Forest","Cropland",1
"101258","Forest","Cropland",0
"101259","Forest","Cropland",0
"101260","Forest","Cropland",0
"101269","Forest","Cropland",0
"101270","Forest","Cropland",1
"101282","Forest","Cropland",0
"101283","Forest","Cropland",0
"101306","Forest","Cropland",0
"101342","Forest","Cropland",0
"101351","Forest","Cropland",0
"101352","Forest","Cropland",1
"101358","Forest","Cropland",0
"101359","Forest","Cropland",0
"101365","Forest","Cropland",0
"103213","Forest","Cropland",0
"104124","Forest","Cropland",1
"104125","Forest","Cropland",0
"104126","Forest","Cropland",1
"104127","Forest","Cropland",0
"104128","Forest","Cropland",0
"104134","Forest","Cropland",0
"104135","Forest","Cropland",1
"104136","Forest","Cropland",1
"104137","Forest","Cropland",1
"104138","Forest","Cropland",1
"104139","Forest","Cropland",0
"104145","Forest","Cropland",1
"104146","Forest","Cropland",0
"104162","Forest","Cropland",1
"104165","Forest","Cropland",1
"104168","Forest","Cropland",1
"104169","Forest","Cropland",0
"104170","Forest","Cropland",1
"104171","Forest","Cropland",1
"104172","Forest","Cropland",1
"104173","Forest","Cropland",0
"104174","Forest","Cropland",1
"104175","Forest","Cropland",1
"104177","Forest","Cropland",1
"104178","Forest","Cropland",1
"104179","Forest","Cropland",1
"104181","Forest","Cropland",1
"104182","Forest","Cropland",0
"104183","Forest","Cropland",1
"104184","Forest","Cropland",1
"104186","Forest","Cropland",1
"104187","Forest","Cropland",0
"104189","Forest","Cropland",1
"104190","Forest","Cropland",1
"104192","Forest","Cropland",0
"104193","Forest","Cropland",0
"104195","Forest","Cropland",0
"104199","Forest","Cropland",0
"104200","Forest","Cropland",0
"104201","Forest","Cropland",0
"104205","Forest","Cropland",0
"104206","Forest","Cropland",0
"106786","Forest","Cropland",1
"106976","Forest","Cropland",0
"106977","Forest","Cropland",0
"106989","Forest","Cropland",0
"107003","Forest","Cropland",0
"107004","Forest","Cropland",0
"107005","Forest","Cropland",0
"107006","Forest","Cropland",0
"107021","Forest","Cropland",0
"107023","Forest","Cropland",0
"107025","Forest","Cropland",0
"108148","Forest","Cropland",0
"108161","Forest","Cropland",1
"108170","Forest","Cropland",0
"108216","Forest","Cropland",0
"108217","Forest","Cropland",0
"108609","Forest","Cropland",0
"108629","Forest","Cropland",0
"108637","Forest","Cropland",0
"108645","Forest","Cropland",0
"109243","Forest","Cropland",1
"109244","Forest","Cropland",1
