"ns","lu.from","value"
"101358","Cropland",7.00487751231258
"101358","Forest",0.00675090031646069
"101358","OtherLand",0.00577163783316033
"101358","Pasture",13.3483874113882
"101358","Plantations",0.012522538149621
"101358","Urban",0
"101359","Cropland",16.9547392579335
"101359","Forest",0.0112161841571465
"101359","OtherLand",0.00958920289005535
"101359","Pasture",50.4982553550193
"101359","Plantations",0
"101359","Urban",0
"101365","Cropland",8.5676497391562
"101365","Forest",0.00346356278873661
"101365","OtherLand",0.00697663887928633
"101365","Pasture",25.1463202033479
"101365","Plantations",0.0124898558278806
"101365","Urban",0
"1020","Cropland",7.43542309452914
"1020","Forest",0.0650980039943576
"1020","OtherLand",8.6820886196119
"1020","Pasture",23.2178834542405
"1020","Plantations",0.659626968355225
"1020","Urban",0.148699859268886
"103213","Cropland",0.0705130187459097
"103213","Forest",1.42254524318951
"103213","OtherLand",2.14746211408278
"103213","Pasture",1.3872196239818
"103213","Plantations",0
"103213","Urban",0
"104124","Cropland",0
"104124","Forest",0
"104124","OtherLand",3.58834463083606
"104124","Pasture",1.97185536916394
"104124","Plantations",0
"104124","Urban",0
"104125","Cropland",0.000590425673884138
"104125","Forest",0.0049811968824873
"104125","OtherLand",11.1654722582934
"104125","Pasture",5.33085162661298
"104125","Plantations",0
"104125","Urban",0.00614449253729189
"104126","Cropland",0.000398121599139572
"104126","Forest",0
"104126","OtherLand",3.72530108711743
"104126","Pasture",1.71903079128343
"104126","Plantations",0
"104126","Urban",0
"104127","Cropland",0.0398461422774345
"104127","Forest",0.164614060893419
"104127","OtherLand",10.3508960276812
"104127","Pasture",5.60375376914794
"104127","Plantations",0
"104127","Urban",0
"104128","Cropland",0.0158077177427914
"104128","Forest",0.078510597194683
"104128","OtherLand",3.37843686946023
"104128","Pasture",1.85483481560229
"104128","Plantations",0
"104128","Urban",0
"104134","Cropland",0
"104134","Forest",0.000234183593917382
"104134","OtherLand",11.4146729170879
"104134","Pasture",6.07998913689276
"104134","Plantations",0
"104134","Urban",0.0293337624254218
"104135","Cropland",0
"104135","Forest",0
"104135","OtherLand",10.8574438282857
"104135","Pasture",5.98952949788991
"104135","Plantations",0
"104135","Urban",0.00495667382442779
"104136","Cropland",0
"104136","Forest",0
"104136","OtherLand",7.131484792571
"104136","Pasture",3.8730508858447
"104136","Plantations",0
"104136","Urban",0.00082432158429896
"104137","Cropland",0.00158181694000112
"104137","Forest",0
"104137","OtherLand",3.96585330146238
"104137","Pasture",1.4764717921883
"104137","Plantations",0
"104137","Urban",0.000823089409312008
"104138","Cropland",0.0204245342928608
"104138","Forest",0
"104138","OtherLand",3.88082785973764
"104138","Pasture",1.4743389148775
"104138","Plantations",0
"104138","Urban",0.0107786910919914
"104139","Cropland",0.0351288265354947
"104139","Forest",0.227332273240701
"104139","OtherLand",3.3459103501523
"104139","Pasture",1.70484909067287
"104139","Plantations",0
"104139","Urban",0.0143694593986384
"104145","Cropland",0
"104145","Forest",0
"104145","OtherLand",14.4601804520609
"104145","Pasture",8.00722296804181
"104145","Plantations",0
"104145","Urban",0.00183657989729621
"104146","Cropland",0
"104146","Forest",0.00332773164454035
"104146","OtherLand",3.54591387412341
"104146","Pasture",1.95343839423205
"104146","Plantations",0
"104146","Urban",0
"104162","Cropland",0.00154082194978366
"104162","Forest",0
"104162","OtherLand",3.95385831439289
"104162","Pasture",2.20790459109456
"104162","Plantations",0
"104162","Urban",0.000826272562762898
"104165","Cropland",0
"104165","Forest",0
"104165","OtherLand",3.94772752765638
"104165","Pasture",2.0372733769765
"104165","Plantations",0
"104165","Urban",0.019829095367123
"104168","Cropland",0
"104168","Forest",0
"104168","OtherLand",8.29471091891457
"104168","Pasture",4.18768546904474
"104168","Plantations",0
"104168","Urban",0.053583612040685
"104169","Cropland",0.000396179034565742
"104169","Forest",0.0033424118549983
"104169","OtherLand",3.94005017599639
"104169","Pasture",2.16466482275793
"104169","Plantations",0
"104169","Urban",0.00303641035611762
"104170","Cropland",0
"104170","Forest",0
"104170","OtherLand",3.93785355174036
"104170","Pasture",2.11389474623387
"104170","Plantations",0
"104170","Urban",0.00664170202576968
"104171","Cropland",0.00118910544211058
"104171","Forest",0
"104171","OtherLand",11.7527362768056
"104171","Pasture",6.2519021986083
"104171","Plantations",0
"104171","Urban",0.00866241914401367
"104172","Cropland",0.000398615089086717
"104172","Forest",0
"104172","OtherLand",3.81741548064761
"104172","Pasture",2.07519723090815
"104172","Plantations",0
"104172","Urban",0.00331867335515076
"104173","Cropland",0.000882238009408845
"104173","Forest",0.0134567728105801
"104173","OtherLand",7.91727374053953
"104173","Pasture",4.39581727702862
"104173","Plantations",0
"104173","Urban",0.000829971611856403
"104174","Cropland",0
"104174","Forest",0
"104174","OtherLand",11.4953862376559
"104174","Pasture",6.35328403083255
"104174","Plantations",0
"104174","Urban",0.00372973151158378
"104175","Cropland",0
"104175","Forest",0
"104175","OtherLand",7.52226870491202
"104175","Pasture",4.15821281974668
"104175","Plantations",0
"104175","Urban",0.00233847534130526
"104177","Cropland",0.000398983907463001
"104177","Forest",0
"104177","OtherLand",4.0314778167221
"104177","Pasture",2.17563015244287
"104177","Plantations",0
"104177","Urban",0.008793046927574
"104178","Cropland",0.000398427628863886
"104178","Forest",0
"104178","OtherLand",3.96906084474997
"104178","Pasture",2.19384144945781
"104178","Plantations",0
"104178","Urban",0.000829278163363018
"104179","Cropland",0
"104179","Forest",0
"104179","OtherLand",3.86249748900864
"104179","Pasture",2.14201390639902
"104179","Plantations",0
"104179","Urban",0.000318604592339274
"104181","Cropland",0
"104181","Forest",0
"104181","OtherLand",12.1788967855136
"104181","Pasture",6.60494143816404
"104181","Plantations",0
"104181","Urban",0.0201317763223854
"104182","Cropland",0.000581897320740653
"104182","Forest",0.010086862928144
"104182","OtherLand",8.08899299928278
"104182","Pasture",4.31348237535703
"104182","Plantations",0
"104182","Urban",0.0194558651113045
"104183","Cropland",0
"104183","Forest",0
"104183","OtherLand",7.80984769808611
"104183","Pasture",4.3026382657255
"104183","Plantations",0
"104183","Urban",0.00429403618838709
"104184","Cropland",0
"104184","Forest",0
"104184","OtherLand",7.72221138
"104184","Pasture",4.28744862
"104184","Plantations",0
"104184","Urban",0
"104186","Cropland",0
"104186","Forest",0
"104186","OtherLand",8.18079066184549
"104186","Pasture",4.44520228472
"104186","Plantations",0
"104186","Urban",0.0124270534345103
"104187","Cropland",0.00938175164641764
"104187","Forest",0.050303033731967
"104187","OtherLand",3.79318380502298
"104187","Pasture",2.20345305385562
"104187","Plantations",0
"104187","Urban",0.00206835574301354
"104189","Cropland",0.000399412400958871
"104189","Forest",0
"104189","OtherLand",4.09366808868016
"104189","Pasture",2.27545683499613
"104189","Plantations",0
"104189","Urban",0.000415663922750624
"104190","Cropland",0
"104190","Forest",0
"104190","OtherLand",4.06505718508711
"104190","Pasture",2.25373958663994
"104190","Plantations",0
"104190","Urban",0.000413228272952479
"104192","Cropland",0.101411021553846
"104192","Forest",7.79678590491513
"104192","OtherLand",6.66581083950173
"104192","Pasture",0.540772234029287
"104192","Plantations",0
"104192","Urban",0
"104193","Cropland",0.0966689246678673
"104193","Forest",15.4363489157654
"104193","OtherLand",13.2289194574824
"104193","Pasture",1.30778270208437
"104193","Plantations",0
"104193","Urban",0
"104195","Cropland",0.280678908026284
"104195","Forest",3.95653174944748
"104195","OtherLand",3.38261080192978
"104195","Pasture",0.130228540596451
"104195","Plantations",0
"104195","Urban",0
"104199","Cropland",0.491303334660864
"104199","Forest",3.78024036404292
"104199","OtherLand",3.24755674450858
"104199","Pasture",0.261019493546208
"104199","Plantations",0
"104199","Urban",0.000830063241426072
"104200","Cropland",0.142833409802418
"104200","Forest",2.92340175256617
"104200","OtherLand",2.49934310472593
"104200","Pasture",1.84354173290549
"104200","Plantations",0
"104200","Urban",0
"104201","Cropland",0.172797475006387
"104201","Forest",3.07285452174439
"104201","OtherLand",2.67147943377945
"104201","Pasture",1.33968856946977
"104201","Plantations",0
"104201","Urban",0
"104205","Cropland",0.0752501064033582
"104205","Forest",3.87830735395906
"104205","OtherLand",3.31573336939293
"104205","Pasture",0.657329170244645
"104205","Plantations",0
"104205","Urban",0
"104206","Cropland",0.263905022238753
"104206","Forest",6.575648114416
"104206","OtherLand",5.63432031354367
"104206","Pasture",2.41770654980158
"104206","Plantations",0
"104206","Urban",0
"1048","Cropland",4.34681743591428
"1048","Forest",0
"1048","OtherLand",0.130273137305332
"1048","Pasture",2.27028942678039
"1048","Plantations",0
"1048","Urban",0
"1049","Cropland",17.5576275958176
"1049","Forest",0.0114942301220054
"1049","OtherLand",2.63579802714578
"1049","Pasture",12.7836333477239
"1049","Plantations",0.511707517952382
"1049","Urban",0.00708928123829863
"106786","Cropland",0.00039674487461873
"106786","Forest",0
"106786","OtherLand",3.6472680086315
"106786","Pasture",1.85460235863532
"106786","Plantations",0
"106786","Urban",0.000412887858562528
"106976","Cropland",29.651714142809
"106976","Forest",11.204525828993
"106976","OtherLand",9.75291290909652
"106976","Pasture",1.49716223355481
"106976","Plantations",1.23360267925961
"106976","Urban",0.00421220628710083
"106977","Cropland",12.3033924940187
"106977","Forest",4.688013976933
"106977","OtherLand",4.05734303280269
"106977","Pasture",0.787164532180242
"106977","Plantations",0.922497170849343
"106977","Urban",0.00192879321600278
"106989","Cropland",21.6935072514572
"106989","Forest",40.0686773304245
"106989","OtherLand",34.2564522010623
"106989","Pasture",1.72469935620739
"106989","Plantations",8.9449238608486
"106989","Urban",0
"107003","Cropland",10.0939455064556
"107003","Forest",23.3390727391494
"107003","OtherLand",19.9575286657073
"107003","Pasture",0.262708757088637
"107003","Plantations",0.376664331599057
"107003","Urban",0
"107004","Cropland",3.03509097558924
"107004","Forest",8.13832858280636
"107004","OtherLand",6.95781050605723
"107004","Pasture",0.24753670225675
"107004","Plantations",4.68067323329043
"107004","Urban",0
"107005","Cropland",60.2562511667796
"107005","Forest",33.0517085787663
"107005","OtherLand",28.3902704054758
"107005","Pasture",2.82532515496397
"107005","Plantations",5.58808013811553
"107005","Urban",0.00347455589863548
"107006","Cropland",46.9949472981099
"107006","Forest",18.2439652856186
"107006","OtherLand",15.6423015798318
"107006","Pasture",1.73012849795532
"107006","Plantations",1.21450624451386
"107006","Urban",0.000641093970472455
"107021","Cropland",18.6589445944291
"107021","Forest",10.5510181081436
"107021","OtherLand",9.03670961656904
"107021","Pasture",0.273290383287521
"107021","Plantations",0.0728372975706836
"107021","Urban",0
"107023","Cropland",10.7436561786183
"107023","Forest",9.18397150146896
"107023","OtherLand",7.85177604345584
"107023","Pasture",0.512269138568899
"107023","Plantations",2.45424713788799
"107023","Urban",0
"107025","Cropland",4.00096584652128
"107025","Forest",26.6107899522144
"107025","OtherLand",22.7507198830933
"107025","Pasture",0
"107025","Plantations",0.214334318171071
"107025","Urban",0
"1075","Cropland",21.3480575758351
"1075","Forest",0.10964700574043
"1075","OtherLand",1.77110449151029
"1075","Pasture",23.1974034108841
"1075","Plantations",0.795659927659677
"1075","Urban",0.00978758837039749
"108148","Cropland",0.000786598631251579
"108148","Forest",0.00663623352281262
"108148","OtherLand",7.23691805313104
"108148","Pasture",3.75984400120316
"108148","Plantations",0
"108148","Urban",0.00117511351173534
"108161","Cropland",0
"108161","Forest",0
"108161","OtherLand",3.9030649433717
"108161","Pasture",2.15360357115768
"108161","Plantations",0
"108161","Urban",0.001721485470629
"108170","Cropland",0.0308162440065936
"108170","Forest",0.691462215077463
"108170","OtherLand",3.39902820731505
"108170","Pasture",0.83297584713793
"108170","Plantations",0
"108170","Urban",0.0123174864629616
"108216","Cropland",0.506417214780692
"108216","Forest",0.00337800982139412
"108216","OtherLand",0.00288800728377026
"108216","Pasture",6.27382075100898
"108216","Plantations",0.00626601710516438
"108216","Urban",0
"108217","Cropland",2.39923656701316
"108217","Forest",0.0100874605968848
"108217","OtherLand",0.0206558110793938
"108217","Pasture",17.8121601613106
"108217","Plantations",0
"108217","Urban",0
"108609","Cropland",0.0479070162235198
"108609","Forest",0.605608810825588
"108609","OtherLand",3.37624856439192
"108609","Pasture",0.988939073162697
"108609","Plantations",0
"108609","Urban",0.00903653539627905
"108629","Cropland",0.0690945867987827
"108629","Forest",1.9561747271685
"108629","OtherLand",6.48976381169588
"108629","Pasture",1.41733770020504
"108629","Plantations",0
"108629","Urban",0.000829174131795698
"108637","Cropland",0.0580265244230668
"108637","Forest",1.654925089069
"108637","OtherLand",2.36103050258193
"108637","Pasture",0.892617883926009
"108637","Plantations",0
"108637","Urban",0
"108645","Cropland",0.215495245701177
"108645","Forest",1.96462243936477
"108645","OtherLand",4.43130338814855
"108645","Pasture",3.32153483865945
"108645","Plantations",0
"108645","Urban",0.000244088126052487
"109243","Cropland",0
"109243","Forest",0
"109243","OtherLand",7.45888587997514
"109243","Pasture",3.76913395367928
"109243","Plantations",0
"109243","Urban",0.00660016634557843
"109244","Cropland",0
"109244","Forest",0
"109244","OtherLand",14.8837588041438
"109244","Pasture",7.32353106436767
"109244","Plantations",0
"109244","Urban",0.0335101314885015
"109245","Cropland",0
"109245","Forest",0
"109245","OtherLand",7.19804205451622
"109245","Pasture",3.80077722852096
"109245","Plantations",0
"109245","Urban",0.00654071696281914
"109247","Cropland",0.0641963098036844
"109247","Forest",0.412417719811057
"109247","OtherLand",6.70621753552909
"109247","Pasture",3.58668053722627
"109247","Plantations",0
"109247","Urban",0.00322789762989825
"109248","Cropland",0.0325991900218284
"109248","Forest",0.22624102714538
"109248","OtherLand",3.28160809030899
"109248","Pasture",1.78376538586974
"109248","Plantations",0
"109248","Urban",0.00337630665405624
"109260","Cropland",0
"109260","Forest",0
"109260","OtherLand",3.85225494523765
"109260","Pasture",1.96763399758362
"109260","Plantations",0
"109260","Urban",0.0215210571787354
"109261","Cropland",0.00118307462563233
"109261","Forest",0
"109261","OtherLand",3.58009395444202
"109261","Pasture",1.86345297093235
"109261","Plantations",0
"109261","Urban",0
"109262","Cropland",0.0193899320703432
"109262","Forest",0
"109262","OtherLand",3.97279832045518
"109262","Pasture",1.38300415562979
"109262","Plantations",0
"109262","Urban",0.0111775918446817
"109270","Cropland",0
"109270","Forest",0
"109270","OtherLand",3.67689176128266
"109270","Pasture",1.99158247925936
"109270","Plantations",0
"109270","Urban",0.00551575945797738
"109282","Cropland",0
"109282","Forest",0
"109282","OtherLand",3.63798751809056
"109282","Pasture",1.97486940235525
"109282","Plantations",0
"109282","Urban",0.00445307955418941
"109289","Cropland",0
"109289","Forest",0
"109289","OtherLand",3.96353559
"109289","Pasture",2.20059441
"109289","Plantations",0
"109289","Urban",0
"109290","Cropland",0
"109290","Forest",0
"109290","OtherLand",3.67863512231672
"109290","Pasture",1.99535487768328
"109290","Plantations",0
"109290","Urban",0
"109294","Cropland",0
"109294","Forest",0
"109294","OtherLand",3.70187792032215
"109294","Pasture",1.91460894026712
"109294","Plantations",0
"109294","Urban",0.000823139410733737
"109299","Cropland",0
"109299","Forest",0
"109299","OtherLand",4.21407790200578
"109299","Pasture",2.01184647982422
"109299","Plantations",0
"109299","Urban",0.0420656181699983
"109300","Cropland",0.00158673764668569
"109300","Forest",0
"109300","OtherLand",7.89673658147854
"109300","Pasture",4.31273485838205
"109300","Plantations",0
"109300","Urban",0.0119218224927321
"109301","Cropland",0
"109301","Forest",0
"109301","OtherLand",7.8912405922451
"109301","Pasture",4.20261326326505
"109301","Plantations",0
"109301","Urban",0.022926144489843
"109302","Cropland",0
"109302","Forest",0
"109302","OtherLand",11.4604086909531
"109302","Pasture",6.21033181932681
"109302","Plantations",0
"109302","Urban",0.0182494897200519
"109303","Cropland",0
"109303","Forest",0
"109303","OtherLand",3.73954055011685
"109303","Pasture",1.9186359218763
"109303","Plantations",0
"109303","Urban",0.0158135280068512
"109305","Cropland",0
"109305","Forest",0
"109305","OtherLand",3.95151310421361
"109305","Pasture",2.15599917886518
"109305","Plantations",0
"109305","Urban",0.00397771692121204
"109306","Cropland",0
"109306","Forest",0
"109306","OtherLand",15.1166814431696
"109306","Pasture",8.23080831392009
"109306","Plantations",0
"109306","Urban",0.0181502429103527
"109307","Cropland",0
"109307","Forest",0.00335346314364316
"109307","OtherLand",3.88520980251536
"109307","Pasture",1.86008169478305
"109307","Plantations",0
"109307","Urban",0.0373950395579454
"109309","Cropland",0
"109309","Forest",0
"109309","OtherLand",8.05315767471217
"109309","Pasture",4.36746411995716
"109309","Plantations",0
"109309","Urban",0.0119782053306704
"109310","Cropland",0
"109310","Forest",0
"109310","OtherLand",7.86278877976321
"109310","Pasture",4.359410013544
"109310","Plantations",0
"109310","Urban",0.000781206692784235
"109311","Cropland",0
"109311","Forest",0
"109311","OtherLand",3.89955915744072
"109311","Pasture",2.15841855411942
"109311","Plantations",0
"109311","Urban",0.000412288439857537
"109314","Cropland",0
"109314","Forest",0
"109314","OtherLand",3.96533819002758
"109314","Pasture",2.19837916659261
"109314","Plantations",0
"109314","Urban",0.000412643379808251
"109315","Cropland",0.00889144119179018
"109315","Forest",0.0538308694829517
"109315","OtherLand",7.62773454414437
"109315","Pasture",4.31618662467512
"109315","Plantations",0
"109315","Urban",0.00301652050576468
"109318","Cropland",0.0117237936802387
"109318","Forest",0.009269117560153
"109318","OtherLand",3.78534400676528
"109318","Pasture",2.24955743701392
"109318","Plantations",0
"109318","Urban",0.00249564498040683
"109324","Cropland",0.055999566663361
"109324","Forest",3.52742050725353
"109324","OtherLand",3.07038740254355
"109324","Pasture",0.827054695106632
"109324","Plantations",0
"109324","Urban",0.00102782843292866
"109327","Cropland",0.0165586026501611
"109327","Forest",3.88706714518174
"109327","OtherLand",3.3356897930004
"109327","Pasture",0.242574459167697
"109327","Plantations",0
"109327","Urban",0
"109328","Cropland",1.06307286591259
"109328","Forest",3.44951542193788
"109328","OtherLand",2.96079757169098
"109328","Pasture",0.366783724295144
"109328","Plantations",0
"109328","Urban",0.000830416163412333
"109333","Cropland",0.0702362957526093
"109333","Forest",4.105702768949
"109333","OtherLand",3.51880262511615
"109333","Pasture",0.203938310182231
"109333","Plantations",0
"109333","Urban",0
"109334","Cropland",0.0687246808742116
"109334","Forest",4.08392188983241
"109334","OtherLand",3.54826009681896
"109334","Pasture",0.166254407733311
"109334","Plantations",0
"109334","Urban",0.00296892474110188
"109335","Cropland",0.00265752405027941
"109335","Forest",4.16892721053012
"109335","OtherLand",3.57043399369086
"109335","Pasture",0.0389312717287411
"109335","Plantations",0
"109335","Urban",0
"109336","Cropland",0.0339466410165104
"109336","Forest",3.72763048802972
"109336","OtherLand",3.18691317368373
"109336","Pasture",0.497299697270037
"109336","Plantations",0
"109336","Urban",0
"109341","Cropland",0.00159855549869783
"109341","Forest",4.25638283594859
"109341","OtherLand",3.64522064607492
"109341","Pasture",0.023417962477794
"109341","Plantations",0
"109341","Urban",0
"109342","Cropland",0.205110130751088
"109342","Forest",12.1567044930921
"109342","OtherLand",10.598941532091
"109342","Pasture",0.721241481106551
"109342","Plantations",0
"109342","Urban",0.0140423629593353
"1100","Cropland",13.7152006803418
"1100","Forest",0.128805863438179
"1100","OtherLand",2.22346260227407
"1100","Pasture",17.0825004084767
"1100","Plantations",0.580403244725363
"1100","Urban",0.00652720074382133
"112045","Cropland",1.5280879557645
"112045","Forest",3.19889572803031
"112045","OtherLand",2.73487486746275
"112045","Pasture",0.0265390773682715
"112045","Plantations",0.132192371374166
"112045","Urban",0
"112054","Cropland",6.65962314396556
"112054","Forest",8.21807396415498
"112054","OtherLand",7.02598829545359
"112054","Pasture",0.17361902823894
"112054","Plantations",0.784465568186936
"112054","Urban",0
"112066","Cropland",0.111666885603387
"112066","Forest",8.24562602789118
"112066","OtherLand",7.0495437511687
"112066","Pasture",0.00574304212003759
"112066","Plantations",0.0245402932166973
"112066","Urban",0
"112067","Cropland",7.32439169248259
"112067","Forest",23.103972918052
"112067","OtherLand",19.9289008278054
"112067","Pasture",0.161132316412061
"112067","Plantations",3.28696224524793
"112067","Urban",0
"112068","Cropland",14.8651135013684
"112068","Forest",15.9698879871943
"112068","OtherLand",13.6625653001671
"112068","Pasture",0.327779193163224
"112068","Plantations",1.09763401810703
"112068","Urban",0
"112069","Cropland",4.56452887181249
"112069","Forest",1.47656528991847
"112069","OtherLand",1.2623797850555
"112069","Pasture",0.231303576176627
"112069","Plantations",0.0858124770369104
"112069","Urban",0
"112075","Cropland",3.00075456484845
"112075","Forest",2.46945221768598
"112075","OtherLand",2.12350330932456
"112075","Pasture",0.11871922095366
"112075","Plantations",0.00613068718734871
