"ns","times","ks","value"
"81382","2070","ruralPop",1
"81382","2080","totPop",15.0473573775243
"81382","2080","ruralPop",0
"81382","2090","totPop",14.4900478450234
"81382","2090","ruralPop",0
"81382","2100","totPop",13.9327383125225
"81382","2100","ruralPop",0
"81383","2000","totPop",19.0562397274958
"81383","2000","ruralPop",1
"81383","2010","totPop",13.4514633370558
"81383","2010","ruralPop",1
"81383","2020","totPop",14.5724186151438
"81383","2020","ruralPop",1
"81383","2030","totPop",15.1328962541878
"81383","2030","ruralPop",1
"81383","2040","totPop",15.1328962541878
"81383","2040","ruralPop",1
"81383","2050","totPop",15.6933738932318
"81383","2050","ruralPop",1
"81383","2060","totPop",15.6933738932318
"81383","2060","ruralPop",1
"81383","2070","totPop",15.1328962541878
"81383","2070","ruralPop",1
"81383","2080","totPop",15.1328962541878
"81383","2080","ruralPop",0
"81383","2090","totPop",14.5724186151438
"81383","2090","ruralPop",0
"81383","2100","totPop",14.0119409760998
"81383","2100","ruralPop",0
"81384","2000","totPop",40.9953835275756
"81384","2000","ruralPop",1
"81384","2010","totPop",29.4390074379996
"81384","2010","ruralPop",1
"81384","2020","totPop",31.0362299703633
"81384","2020","ruralPop",1
"81384","2030","totPop",32.2732947389875
"81384","2030","ruralPop",0.208151384909162
"81384","2040","totPop",33.1658601927188
"81384","2040","ruralPop",0.209631728481565
"81384","2050","totPop",33.2754730979201
"81384","2050","ruralPop",0.189176468235108
"81384","2060","totPop",33.181519179176
"81384","2060","ruralPop",0.152902311035215
"81384","2070","totPop",32.6334525027273
"81384","2070","ruralPop",0.149712080051531
"81384","2080","totPop",31.9287954240946
"81384","2080","ruralPop",0.153016172033828
"81384","2090","totPop",31.0362299703633
"81384","2090","ruralPop",0
"81384","2100","totPop",30.1436645166323
"81384","2100","ruralPop",0
"81385","2000","totPop",55.5713858397871
"81385","2000","ruralPop",0.946428569343278
"81385","2010","totPop",42.2152161614695
"81385","2010","ruralPop",0.889901654468709
"81385","2020","totPop",44.7872156649742
"81385","2020","ruralPop",0.886728462255462
"81385","2030","totPop",46.7314038590907
"81385","2030","ruralPop",0
"81385","2040","totPop",48.1085377909542
"81385","2040","ruralPop",0
"81385","2050","totPop",48.8274822375098
"81385","2050","ruralPop",0
"81385","2060","totPop",48.3819392883438
"81385","2060","ruralPop",0
"81385","2070","totPop",47.8756399873385
"81385","2070","ruralPop",0
"81385","2080","totPop",46.7111518963211
"81385","2080","ruralPop",0
"81385","2090","totPop",45.5466645005996
"81385","2090","ruralPop",0
"81385","2100","totPop",44.3214207530387
"81385","2100","ruralPop",0
"81386","2000","totPop",55.810760637916
"81386","2000","ruralPop",1
"81386","2010","totPop",39.8297406730554
"81386","2010","ruralPop",1
"81386","2020","totPop",42.1116116361048
"81386","2020","ruralPop",1
"81386","2030","totPop",43.8203739047847
"81386","2030","ruralPop",0
"81386","2040","totPop",44.9613093863093
"81386","2040","ruralPop",0
"81386","2050","totPop",45.5317771270717
"81386","2050","ruralPop",0
"81386","2060","totPop",45.0590282967103
"81386","2060","ruralPop",0
"81386","2070","totPop",44.390841645547
"81386","2070","ruralPop",0
"81386","2080","totPop",43.3476250744232
"81386","2080","ruralPop",0
"81386","2090","totPop",42.2066895928985
"81386","2090","ruralPop",0
"81386","2100","totPop",40.9680352009729
"81386","2100","ruralPop",0
"81387","2000","totPop",5.91497993820994
"81387","2000","ruralPop",1
"81387","2010","totPop",4.14698597688053
"81387","2010","ruralPop",1
"81387","2020","totPop",4.71898397724849
"81387","2020","ruralPop",1
"81387","2030","totPop",4.73198399519974
"81387","2030","ruralPop",1
"81387","2040","totPop",4.73198399519974
"81387","2040","ruralPop",1
"81387","2050","totPop",4.73198399519974
"81387","2050","ruralPop",1
"81387","2060","totPop",4.73198399519974
"81387","2060","ruralPop",1
"81387","2070","totPop",4.73198399519974
"81387","2070","ruralPop",1
"81387","2080","totPop",4.73198399519974
"81387","2080","ruralPop",1
"81387","2090","totPop",4.71898397724849
"81387","2090","ruralPop",1
"81387","2100","totPop",4.14698597688053
"81387","2100","ruralPop",1
"81388","2000","totPop",84.5793063172126
"81388","2000","ruralPop",1
"81388","2010","totPop",60.2151668763001
"81388","2010","ruralPop",0.0625466894899551
"81388","2020","totPop",63.6951744404713
"81388","2020","ruralPop",0.06420133518683
"81388","2030","totPop",66.2305500707779
"81388","2030","ruralPop",0.0637194379966412
"81388","2040","totPop",67.8662752558218
"81388","2040","ruralPop",0.0623041669995689
"81388","2050","totPop",68.5614589297902
"81388","2050","ruralPop",0.0619110118559916
"81388","2060","totPop",68.3406358374676
"81388","2060","ruralPop",0.0619315473982327
"81388","2070","totPop",67.4900581459679
"81388","2070","ruralPop",0.0626514799975919
"81388","2080","totPop",65.895225255197
"81388","2080","ruralPop",0.0640436886281077
"81388","2090","totPop",64.1122842657843
"81388","2090","ruralPop",0.0637836460027475
"81388","2100","totPop",61.9408575305668
"81388","2100","ruralPop",0.028982636844928
"81389","2000","totPop",111.124161757372
"81389","2000","ruralPop",1
"81389","2010","totPop",79.1832819668304
"81389","2010","ruralPop",0.0234927965643527
"81389","2020","totPop",83.9071240775975
"81389","2020","ruralPop",0.0253373579758656
"81389","2030","totPop",87.1506158220892
"81389","2030","ruralPop",0.0243943754088838
"81389","2040","totPop",89.3924388252912
"81389","2040","ruralPop",0.023782602504385
"81389","2050","totPop",90.3441363124926
"81389","2050","ruralPop",0.0235320733171421
"81389","2060","totPop",90.0284180451983
"81389","2060","ruralPop",0.0236145973198387
"81389","2070","totPop",88.7485110367948
"81389","2070","ruralPop",0.0239551606516309
"81389","2080","totPop",86.7798170858988
"81389","2080","ruralPop",0.0244986093641458
"81389","2090","totPop",84.2648628469319
"81389","2090","ruralPop",0.0252297905396385
"81389","2100","totPop",81.548893885803
"81389","2100","ruralPop",0.0228113055359096
"81390","2000","totPop",308.005252188282
"81390","2000","ruralPop",0.820266326809119
"81390","2010","totPop",262.010645775756
"81390","2010","ruralPop",0.00292934856466807
"81390","2020","totPop",279.476412329027
"81390","2020","ruralPop",0.00299100343941643
"81390","2030","totPop",293.178487553638
"81390","2030","ruralPop",0.00272396889734547
"81390","2040","totPop",303.2598866998
"81390","2040","ruralPop",0.00248306152317884
"81390","2050","totPop",308.667075799371
"81390","2050","ruralPop",0.00236346785161765
"81390","2060","totPop",309.563095941636
"81390","2060","ruralPop",0.00233654102244806
"81390","2070","totPop",306.901986973544
"81390","2070","ruralPop",0.00235455289665395
"81390","2080","totPop",300.942123262045
"81390","2080","ruralPop",0.00240117967114505
"81390","2090","totPop",293.445843668783
"81390","2090","ruralPop",0.00242014503050648
"81390","2100","totPop",285.016931335021
"81390","2100","ruralPop",0.00185909066221537
"81391","2000","totPop",22.1987142238203
"81391","2000","ruralPop",1
"81391","2010","totPop",15.5270798232582
"81391","2010","ruralPop",0.0935484022652569
"81391","2020","totPop",16.2984246003225
"81391","2020","ruralPop",0.0903503556884982
"81391","2030","totPop",16.8794371327764
"81391","2030","ruralPop",0.0884272397746701
"81391","2040","totPop",17.2701190972423
"81391","2040","ruralPop",0.0870069787635012
"81391","2050","totPop",17.4303980133204
"81391","2050","ruralPop",0.0862068386905663
"81391","2060","totPop",17.3702941076362
"81391","2060","ruralPop",0.0634371554598947
"81391","2070","totPop",17.1298746587612
"81391","2070","ruralPop",0.0643275020770001
"81391","2080","totPop",16.7391926942952
"81391","2080","ruralPop",0.0658287823149041
"81391","2090","totPop",16.3084423764999
"81391","2090","ruralPop",0.0675675838471279
"81391","2100","totPop",15.8276031778175
"81391","2100","ruralPop",0.0696202725902657
"81393","2000","totPop",1.81595314840877
"81393","2000","ruralPop",1
"81393","2010","totPop",1.21063543227251
"81393","2010","ruralPop",1
"81393","2020","totPop",1.21063543227251
"81393","2020","ruralPop",1
"81393","2030","totPop",1.21063543227251
"81393","2030","ruralPop",1
"81393","2040","totPop",1.21063543227251
"81393","2040","ruralPop",1
"81393","2050","totPop",1.21063543227251
"81393","2050","ruralPop",1
"81393","2060","totPop",1.21063543227251
"81393","2060","ruralPop",1
"81393","2070","totPop",1.21063543227251
"81393","2070","ruralPop",1
"81393","2080","totPop",1.21063543227251
"81393","2080","ruralPop",1
"81393","2090","totPop",1.21063543227251
"81393","2090","ruralPop",1
"81393","2100","totPop",1.21063543227251
"81393","2100","ruralPop",1
"81394","2000","totPop",0.638163111300433
"81394","2000","ruralPop",1
"81394","2010","totPop",0.638163111300433
"81394","2010","ruralPop",1
"81394","2020","totPop",0.638163111300433
"81394","2020","ruralPop",1
"81394","2030","totPop",0.638163111300433
"81394","2030","ruralPop",1
"81394","2040","totPop",0.638163111300433
"81394","2040","ruralPop",1
"81394","2050","totPop",0.638163111300433
"81394","2050","ruralPop",1
"81394","2060","totPop",0.638163111300433
"81394","2060","ruralPop",1
"81394","2070","totPop",0.638163111300433
"81394","2070","ruralPop",1
"81394","2080","totPop",0.638163111300433
"81394","2080","ruralPop",1
"81394","2090","totPop",0.638163111300433
"81394","2090","ruralPop",1
"81394","2100","totPop",0.638163111300433
"81394","2100","ruralPop",1
"81395","2000","totPop",0.643469588018596
"81395","2000","ruralPop",1
"81395","2010","totPop",0.643469588018596
"81395","2010","ruralPop",1
"81395","2020","totPop",0.643469588018596
"81395","2020","ruralPop",1
"81395","2030","totPop",0.643469588018596
"81395","2030","ruralPop",1
"81395","2040","totPop",0.643469588018596
"81395","2040","ruralPop",1
"81395","2050","totPop",0.643469588018596
"81395","2050","ruralPop",1
"81395","2060","totPop",0.643469588018596
"81395","2060","ruralPop",1
"81395","2070","totPop",0.643469588018596
"81395","2070","ruralPop",1
"81395","2080","totPop",0.643469588018596
"81395","2080","ruralPop",1
"81395","2090","totPop",0.643469588018596
"81395","2090","ruralPop",1
"81395","2100","totPop",0.643469588018596
"81395","2100","ruralPop",1
"81396","2000","totPop",0.648915580949785
"81396","2000","ruralPop",1
"81396","2010","totPop",0.648915580949785
"81396","2010","ruralPop",1
"81396","2020","totPop",0.648915580949785
"81396","2020","ruralPop",1
"81396","2030","totPop",0.648915580949785
"81396","2030","ruralPop",1
"81396","2040","totPop",0.648915580949785
"81396","2040","ruralPop",1
"81396","2050","totPop",0.648915580949785
"81396","2050","ruralPop",1
"81396","2060","totPop",0.648915580949785
"81396","2060","ruralPop",1
"81396","2070","totPop",0.648915580949785
"81396","2070","ruralPop",1
"81396","2080","totPop",0.648915580949785
"81396","2080","ruralPop",1
"81396","2090","totPop",0.648915580949785
"81396","2090","ruralPop",1
"81396","2100","totPop",0.648915580949785
"81396","2100","ruralPop",1
"81398","2000","totPop",65.982272735454
"81398","2000","ruralPop",1
"81398","2010","totPop",47.1243510175096
"81398","2010","ruralPop",0.0364583333333333
"81398","2020","totPop",49.9469032919959
"81398","2020","ruralPop",0.0393120393120393
"81398","2030","totPop",51.5831654801039
"81398","2030","ruralPop",0.0380650277557494
"81398","2040","totPop",53.0967080041037
"81398","2040","ruralPop",0.036979969183359
"81398","2050","totPop",53.6284932152388
"81398","2050","ruralPop",0.0366132723112128
"81398","2060","totPop",53.5057735511307
"81398","2060","ruralPop",0.036697247706422
"81398","2070","totPop",52.8103621211849
"81398","2070","ruralPop",0.0371804802478699
"81398","2080","totPop",51.5831654801039
"81398","2080","ruralPop",0.0380650277557494
"81398","2090","totPop",49.9469032919959
"81398","2090","ruralPop",0.0393120393120393
"81398","2100","totPop",48.4742673226987
"81398","2100","ruralPop",0.0354430379746835
"81399","2000","totPop",85.5633370858804
"81399","2000","ruralPop",1
"81399","2010","totPop",61.1471015486314
"81399","2010","ruralPop",0.113582346089907
"81399","2020","totPop",64.5428301610976
"81399","2020","ruralPop",0.0125901640698485
"81399","2030","totPop",67.0709348190424
"81399","2030","ruralPop",0.0121156030321181
"81399","2040","totPop",68.9268054514667
"81399","2040","ruralPop",0.0117893875385356
"81399","2050","totPop",69.4854712660834
"81399","2050","ruralPop",0.0116946004172419
"81399","2060","totPop",69.4628989960439
"81399","2060","ruralPop",0.0116984006283249
"81399","2070","totPop",68.3794261593503
"81399","2070","ruralPop",0.0118837619281406
"81399","2080","totPop",66.7499840708918
"81399","2080","ruralPop",0.0121738579053077
"81399","2090","totPop",64.887764672691
"81399","2090","ruralPop",0.0125232364739262
"81399","2100","totPop",62.8068752944781
"81399","2100","ruralPop",0.0113208819141099
"81400","2000","totPop",72.1475759228931
"81400","2000","ruralPop",1
"81400","2010","totPop",51.3777439822208
"81400","2010","ruralPop",0.129653505202911
"81400","2020","totPop",54.3315066210983
"81400","2020","ruralPop",0.0255964436490042
"81400","2030","totPop",56.6035568224747
"81400","2030","ruralPop",0.0245690098937433
"81400","2040","totPop",57.9835372067045
"81400","2040","ruralPop",0.0239842792383429
"81400","2050","totPop",58.4656055497373
"81400","2050","ruralPop",0.023786520887214
"81400","2060","totPop",58.4480758684062
"81400","2060","ruralPop",0.0237936549138682
"81400","2070","totPop",57.5375024653078
"81400","2070","ruralPop",0.0241702070476723
"81400","2080","totPop",56.1692083346868
"81400","2080","ruralPop",0.0247589985478508
"81400","2090","totPop",54.7678025169029
"81400","2090","ruralPop",0.0253925350969346
"81400","2100","totPop",52.9135446128413
"81400","2100","ruralPop",0.0255093591143125
"81401","2000","totPop",12.1832358674464
"81401","2000","ruralPop",1
"81401","2010","totPop",8.61384343984498
"81401","2010","ruralPop",1
"81401","2020","totPop",9.28602189033279
"81401","2020","ruralPop",1
"81401","2030","totPop",9.35448449767681
"81401","2030","ruralPop",1
"81401","2040","totPop",10.00487952119
"81401","2040","ruralPop",1
"81401","2050","totPop",10.00487952119
"81401","2050","ruralPop",1
"81401","2060","totPop",10.00487952119
"81401","2060","ruralPop",1
"81401","2070","totPop",9.9893198923368
"81401","2070","ruralPop",1
"81401","2080","totPop",9.33892484211361
"81401","2080","ruralPop",1
"81401","2090","totPop",9.28602189033279
"81401","2090","ruralPop",0.88806970597872
"81401","2100","totPop",8.66985821055654
"81401","2100","ruralPop",0.83991385457787
"81402","2000","totPop",11.532597395329
"81402","2000","ruralPop",1
"81402","2010","totPop",8.14065698493809
"81402","2010","ruralPop",1
"81402","2020","totPop",8.81904506701626
"81402","2020","ruralPop",1
"81402","2030","totPop",8.81904506701626
"81402","2030","ruralPop",1
"81402","2040","totPop",9.49743314909444
"81402","2040","ruralPop",1
"81402","2050","totPop",9.49743314909444
"81402","2050","ruralPop",1
"81402","2060","totPop",9.49743314909444
"81402","2060","ruralPop",1
"81402","2070","totPop",9.49743314909444
"81402","2070","ruralPop",1
"81402","2080","totPop",8.81904506701626
"81402","2080","ruralPop",1
"81402","2090","totPop",8.81904506701626
"81402","2090","ruralPop",1
"81402","2100","totPop",8.14065698493809
"81402","2100","ruralPop",1
"81403","2000","totPop",11.1773813553537
"81403","2000","ruralPop",1
"81403","2010","totPop",7.75236149672052
"81403","2010","ruralPop",1
"81403","2020","totPop",8.43593883891047
"81403","2020","ruralPop",1
"81403","2030","totPop",8.89244969909105
"81403","2030","ruralPop",1
"81403","2040","totPop",9.10762793495263
"81403","2040","ruralPop",1
"81403","2050","totPop",9.11357206312843
"81403","2050","ruralPop",1
"81403","2060","totPop",9.11357206312843
"81403","2060","ruralPop",1
"81403","2070","totPop",9.10762793495263
"81403","2070","ruralPop",1
"81403","2080","totPop",8.43593883891047
"81403","2080","ruralPop",1
"81403","2090","totPop",8.43593883891047
"81403","2090","ruralPop",1
"81403","2100","totPop",8.20768352106211
"81403","2100","ruralPop",1
"81404","2000","totPop",11.0611056957781
"81404","2000","ruralPop",1
"81404","2010","totPop",6.82677617161306
"81404","2010","ruralPop",1
"81404","2020","totPop",7.3308629922574
"81404","2020","ruralPop",1
"81404","2030","totPop",7.87335653062632
"81404","2030","ruralPop",1
"81404","2040","totPop",7.80614489822577
"81404","2040","ruralPop",1
"81404","2050","totPop",7.82054738646812
"81404","2050","ruralPop",1
"81404","2060","totPop",7.79174240998343
"81404","2060","ruralPop",1
"81404","2070","totPop",7.79174240998343
"81404","2070","ruralPop",1
"81404","2080","totPop",7.15803325696668
"81404","2080","ruralPop",1
"81404","2090","totPop",7.12922828048199
"81404","2090","ruralPop",1
"81404","2100","totPop",7.10042330399729
"81404","2100","ruralPop",1
"81405","2000","totPop",10.8004196836062
"81405","2000","ruralPop",1
"81405","2010","totPop",7.43425656561779
"81405","2010","ruralPop",1
"81405","2020","totPop",8.10128428227464
"81405","2020","ruralPop",1
"81405","2030","totPop",8.74698268905233
"81405","2030","ruralPop",1
"81405","2040","totPop",8.76831199893149
"81405","2040","ruralPop",1
"81405","2050","totPop",8.77219006056862
"81405","2050","ruralPop",1
"81405","2060","totPop",8.76831199893149
"81405","2060","ruralPop",1
"81405","2070","totPop",8.75086075901088
"81405","2070","ruralPop",1
"81405","2080","totPop",8.10128428227464
"81405","2080","ruralPop",1
"81405","2090","totPop",8.10128428227464
"81405","2090","ruralPop",1
"81405","2100","totPop",8.07995497239547
"81405","2100","ruralPop",1
"81434","2000","totPop",44.3590607022629
"81434","2000","ruralPop",1
"81434","2010","totPop",31.6330996756244
"81434","2010","ruralPop",1
"81434","2020","totPop",33.4510932163459
"81434","2020","ruralPop",1
"81434","2030","totPop",34.5418897568847
"81434","2030","ruralPop",1
"81434","2040","totPop",35.6326883779528
"81434","2040","ruralPop",0
"81434","2050","totPop",36.1780866482221
"81434","2050","ruralPop",0
"81434","2060","totPop",35.9962858377795
"81434","2060","ruralPop",0
"81434","2070","totPop",35.6326883779528
"81434","2070","ruralPop",0
"81434","2080","totPop",34.5418897568847
"81434","2080","ruralPop",0
"81434","2090","totPop",33.4510932163459
"81434","2090","ruralPop",0
"81434","2100","totPop",32.3602966758072
"81434","2100","ruralPop",0
"81435","2000","totPop",42.2643901133921
"81435","2000","ruralPop",1
"81435","2010","totPop",30.2231165036035
"81435","2010","ruralPop",1
"81435","2020","totPop",31.8884718243517
"81435","2020","ruralPop",1
"81435","2030","totPop",32.9850021283373
"81435","2030","ruralPop",1
"81435","2040","totPop",33.8896397859853
"81435","2040","ruralPop",0
"81435","2050","totPop",34.4310516497215
"81435","2050","ruralPop",0
"81435","2060","totPop",34.4173450732083
"81435","2060","ruralPop",0
"81435","2070","totPop",33.8827864977287
"81435","2070","ruralPop",0
"81435","2080","totPop",32.9850021283373
"81435","2080","ruralPop",0
"81435","2090","totPop",31.8953251126082
"81435","2090","ruralPop",0
"81435","2100","totPop",30.8056483321691
"81435","2100","ruralPop",0
"81436","2000","totPop",33.9660779283166
"81436","2000","ruralPop",1
"81436","2010","totPop",24.3199796497198
"81436","2010","ruralPop",1
"81436","2020","totPop",25.6231872183451
"81436","2020","ruralPop",1
"81436","2030","totPop",26.6862267872195
"81436","2030","ruralPop",1
"81436","2040","totPop",27.2728669238387
"81436","2040","ruralPop",0.612530682801754
"81436","2050","totPop",27.4815377146581
"81436","2050","ruralPop",0
"81436","2060","totPop",27.4815377146581
"81436","2060","ruralPop",0
"81436","2070","totPop",27.2256207725103
"81436","2070","ruralPop",0
"81436","2080","totPop",26.3751892976407
"81436","2080","ruralPop",0
"81436","2090","totPop",25.6349987223841
"81436","2090","ruralPop",0
"81436","2100","totPop",24.882996778261
"81436","2100","ruralPop",0
"81437","2000","totPop",43.0694355365088
"81437","2000","ruralPop",1
"81437","2010","totPop",30.8554979894302
"81437","2010","ruralPop",0.706838299357991
"81437","2020","totPop",32.4468988284954
"81437","2020","ruralPop",0.705356051579239
"81437","2030","totPop",33.8931474794715
"81437","2030","ruralPop",0.706715977209554
"81437","2040","totPop",34.6822502116164
"81437","2040","ruralPop",0.705969642574679
"81437","2050","totPop",34.9312088325038
"81437","2050","ruralPop",0.00774412971661392
"81437","2060","totPop",34.7741800188302
"81437","2060","ruralPop",0.00531255465507271
"81437","2070","totPop",34.6105540010098
"81437","2070","ruralPop",0.00514704008005662
"81437","2080","totPop",33.4453741176064
"81437","2080","ruralPop",0
"81437","2090","totPop",32.5084790562674
"81437","2090","ruralPop",0
"81437","2100","totPop",31.6591160687449
"81437","2100","ruralPop",0
"81438","2000","totPop",17.8378859590731
"81438","2000","ruralPop",0.974336086104613
"81438","2010","totPop",13.0131775990815
"81438","2010","ruralPop",0.945243192534164
"81438","2020","totPop",13.9685653614903
"81438","2020","ruralPop",0.944428613801093
"81438","2030","totPop",14.557721099842
"81438","2030","ruralPop",0.942849331959353
"81438","2040","totPop",14.6890870321084
"81438","2040","ruralPop",0.940650405229473
"81438","2050","totPop",15.178723180714
"81438","2050","ruralPop",0.892473117546718
"81438","2060","totPop",15.055318919496
"81438","2060","ruralPop",0.871232153114195
"81438","2070","totPop",14.7129716352455
"81438","2070","ruralPop",0.851190476992209
"81438","2080","totPop",14.6094714149792
"81438","2080","ruralPop",0.250136238092027
"81438","2090","totPop",14.0879888555187
"81438","2090","ruralPop",0.174343038691342
"81438","2100","totPop",13.666025749135
"81438","2100","ruralPop",0.00466064393596177
"81439","2000","totPop",17.3825911255079
"81439","2000","ruralPop",1
"81439","2010","totPop",12.3344003167611
"81439","2010","ruralPop",1
"81439","2020","totPop",13.2023622458091
"81439","2020","ruralPop",1
"81439","2030","totPop",13.7355944811852
"81439","2030","ruralPop",1
"81439","2040","totPop",13.8562527356083
"81439","2040","ruralPop",1
"81439","2050","totPop",14.2688267165613
"81439","2050","ruralPop",1
"81439","2060","totPop",14.2454733702442
"81439","2060","ruralPop",1
"81439","2070","totPop",13.7628398848531
"81439","2070","ruralPop",1
"81439","2080","totPop",13.7355944811852
"81439","2080","ruralPop",0.388211962271349
"81439","2090","totPop",13.19847005483
"81439","2090","ruralPop",0.209967558531125
"81439","2100","totPop",12.7469742309
"81439","2100","ruralPop",0.00977099429098821
"81440","2000","totPop",41.809653645812
"81440","2000","ruralPop",1
"81440","2010","totPop",29.9909886594587
"81440","2010","ruralPop",1
"81440","2020","totPop",31.6351886216038
"81440","2020","ruralPop",1
"81440","2030","totPop",32.9114007219687
"81440","2030","ruralPop",0.17782799996599
"81440","2040","totPop",33.8078809895155
"81440","2040","ruralPop",0.172649374701077
"81440","2050","totPop",33.937067963795
"81440","2050","ruralPop",0.172568924319835
"81440","2060","totPop",33.8352845518225
"81440","2060","ruralPop",0.172972346589936
"81440","2070","totPop",33.2950473686023
"81440","2070","ruralPop",0.147325096919649
"81440","2080","totPop",32.5629869292666
"81440","2080","ruralPop",0.133205097457083
"81440","2090","totPop",31.6547622202728
"81440","2090","ruralPop",0.0049468218492857
"81440","2100","totPop",30.7465376456817
"81440","2100","ruralPop",0
"81442","2000","totPop",46.8922285983607
"81442","2000","ruralPop",0.97816593836575
"81442","2010","totPop",34.3067762971364
"81442","2010","ruralPop",0.953512398664617
"81442","2020","totPop",36.2639005372772
"81442","2020","ruralPop",0.952112063134702
"81442","2030","totPop",37.8626782055242
"81442","2030","ruralPop",0.239937597455994
"81442","2040","totPop",38.8668368279782
"81442","2040","ruralPop",0.201823709422028
"81442","2050","totPop",39.4653941404054
"81442","2050","ruralPop",0
"81442","2060","totPop",39.1661153489954
"81442","2060","ruralPop",0
"81442","2070","totPop",38.6187503653543
"81442","2070","ruralPop",0
"81442","2080","totPop",37.6933495045925
"81442","2080","ruralPop",0
"81442","2090","totPop",36.7246321723317
"81442","2090","ruralPop",0
"81442","2100","totPop",35.5747721504144
"81442","2100","ruralPop",0
"81443","2000","totPop",47.071738058783
"81443","2000","ruralPop",0.990304708956959
"81443","2010","totPop",33.9020828640467
"81443","2010","ruralPop",0.978966345914954
"81443","2020","totPop",35.8335235813089
"81443","2020","ruralPop",0.97839436017769
"81443","2030","totPop",37.3737867145274
"81443","2030","ruralPop",0.246838202928433
"81443","2040","totPop",38.3476567211204
"81443","2040","ruralPop",0.206673042346776
"81443","2050","totPop",38.9221992159156
"81443","2050","ruralPop",0
"81443","2060","totPop",38.7673577232902
"81443","2060","ruralPop",0
"81443","2070","totPop",38.0461237257997
"81443","2070","ruralPop",0
"81443","2080","totPop",37.2800668121872
"81443","2080","ruralPop",0
"81443","2090","totPop",36.3102716995232
"81443","2090","ruralPop",0
"81443","2100","totPop",35.0022708052428
"81443","2100","ruralPop",0
"81444","2000","totPop",54.9571967533912
"81444","2000","ruralPop",1
"81444","2010","totPop",39.1051757036779
"81444","2010","ruralPop",1
"81444","2020","totPop",41.3632772146554
"81444","2020","ruralPop",1
"81444","2030","totPop",43.0625164871818
"81444","2030","ruralPop",0.0184145874805817
"81444","2040","totPop",44.195343187433
"81444","2040","ruralPop",0.00786055401450998
"81444","2050","totPop",44.761756796842
"81444","2050","ruralPop",0
"81444","2060","totPop",44.7391002639893
"81444","2060","ruralPop",0
"81444","2070","totPop",43.6515868022991
"81444","2070","ruralPop",0
"81444","2080","totPop",43.0474121895653
"81444","2080","ruralPop",0
"81444","2090","totPop",41.8994813645532
"81444","2090","ruralPop",0
"81444","2100","totPop",40.2455548120208
"81444","2100","ruralPop",0
"81445","2000","totPop",1.73265682710106
"81445","2000","ruralPop",1
"81445","2010","totPop",1.15510455140071
"81445","2010","ruralPop",1
"81445","2020","totPop",1.15510455140071
"81445","2020","ruralPop",1
"81445","2030","totPop",1.15510455140071
"81445","2030","ruralPop",1
"81445","2040","totPop",1.15510455140071
"81445","2040","ruralPop",1
"81445","2050","totPop",1.15510455140071
"81445","2050","ruralPop",1
"81445","2060","totPop",1.15510455140071
"81445","2060","ruralPop",1
"81445","2070","totPop",1.15510455140071
"81445","2070","ruralPop",1
"81445","2080","totPop",1.15510455140071
"81445","2080","ruralPop",1
"81445","2090","totPop",1.15510455140071
"81445","2090","ruralPop",1
"81445","2100","totPop",1.15510455140071
"81445","2100","ruralPop",1
"81446","2000","totPop",3.61228674794947
"81446","2000","ruralPop",1
"81446","2010","totPop",2.51101089693282
"81446","2010","ruralPop",1
"81446","2020","totPop",2.74554188951642
"81446","2020","ruralPop",1
"81446","2030","totPop",2.74554188951642
"81446","2030","ruralPop",1
"81446","2040","totPop",2.77358364909421
"81446","2040","ruralPop",1
"81446","2050","totPop",2.79652687411001
"81446","2050","ruralPop",1
"81446","2060","totPop",2.77358364909421
"81446","2060","ruralPop",1
"81446","2070","totPop",2.77358364909421
"81446","2070","ruralPop",1
"81446","2080","totPop",2.74554188951642
"81446","2080","ruralPop",1
"81446","2090","totPop",2.74554188951642
"81446","2090","ruralPop",1
"81446","2100","totPop",2.51101089693282
"81446","2100","ruralPop",1
"81447","2000","totPop",5.84998018319213
"81447","2000","ruralPop",1
"81447","2010","totPop",4.09068467016634
"81447","2010","ruralPop",1
"81447","2020","totPop",4.66564595299321
"81447","2020","ruralPop",1
"81447","2030","totPop",4.66707977234927
"81447","2030","ruralPop",1
"81447","2040","totPop",4.67138123041743
"81447","2040","ruralPop",1
"81447","2050","totPop",4.67138123041743
"81447","2050","ruralPop",1
"81447","2060","totPop",4.67138123041743
"81447","2060","ruralPop",1
"81447","2070","totPop",4.66707977234927
"81447","2070","ruralPop",1
"81447","2080","totPop",4.66707977234927
"81447","2080","ruralPop",1
"81447","2090","totPop",4.66707977234927
"81447","2090","ruralPop",1
"81447","2100","totPop",4.0863832120982
"81447","2100","ruralPop",1
"81448","2000","totPop",64.2532449594023
"81448","2000","ruralPop",0.885710864213384
"81448","2010","totPop",51.8842695110792
"81448","2010","ruralPop",0.075635634477866
"81448","2020","totPop",55.41551340207
"81448","2020","ruralPop",0.0644696411679729
"81448","2030","totPop",57.919617506734
"81448","2030","ruralPop",0.0559842428353075
"81448","2040","totPop",59.7131433730383
"81448","2040","ruralPop",0.0503146225839733
"81448","2050","totPop",60.6710047456279
"81448","2050","ruralPop",0.0495916288869424
"81448","2060","totPop",60.7282560305083
"81448","2060","ruralPop",0.0465503170835311
"81448","2070","totPop",60.2375366069092
"81448","2070","ruralPop",0.0469295373290518
"81448","2080","totPop",58.9650391713573
"81448","2080","ruralPop",0.0477220108408038
