"ns","times","ks","value"
"205956","2000","ruralPop",1
"205956","2010","totPop",4.42911053140517
"205956","2010","ruralPop",1
"205956","2020","totPop",4.81695911133106
"205956","2020","ruralPop",1
"205956","2030","totPop",4.94356256105167
"205956","2030","ruralPop",1
"205956","2040","totPop",5.04404142013418
"205956","2040","ruralPop",1
"205956","2050","totPop",5.07619472265411
"205956","2050","ruralPop",1
"205956","2060","totPop",5.02595524999199
"205956","2060","ruralPop",1
"205956","2070","totPop",4.96767751206909
"205956","2070","ruralPop",0.631877028142812
"205956","2080","totPop",4.87121772524775
"205956","2080","ruralPop",0.482673244696715
"205956","2090","totPop",4.74863339953334
"205956","2090","ruralPop",0.451544645136915
"205956","2100","totPop",4.38489980512156
"205956","2100","ruralPop",0.385884519315729
"205957","2000","totPop",10.3979646191257
"205957","2000","ruralPop",1
"205957","2010","totPop",7.11551141642651
"205957","2010","ruralPop",1
"205957","2020","totPop",7.42409223047066
"205957","2020","ruralPop",1
"205957","2030","totPop",7.62678743317944
"205957","2030","ruralPop",1
"205957","2040","totPop",7.78612007615843
"205957","2040","ruralPop",1
"205957","2050","totPop",7.98377324414972
"205957","2050","ruralPop",1
"205957","2060","totPop",7.76695991751782
"205957","2060","ruralPop",1
"205957","2070","totPop",7.70847069535842
"205957","2070","ruralPop",0.461015181009447
"205957","2080","totPop",7.5229187776806
"205957","2080","ruralPop",0.380965142144843
"205957","2090","totPop",7.33635854653825
"205957","2090","ruralPop",0.297731962587395
"205957","2100","totPop",7.10946076097568
"205957","2100","ruralPop",0.231773044889193
"205958","2000","totPop",3.15941166575299
"205958","2000","ruralPop",1
"205958","2010","totPop",2.17055523472976
"205958","2010","ruralPop",1
"205958","2020","totPop",2.38188095043971
"205958","2020","ruralPop",1
"205958","2030","totPop",2.38927424919587
"205958","2030","ruralPop",1
"205958","2040","totPop",2.39481921731386
"205958","2040","ruralPop",1
"205958","2050","totPop",2.47861019302383
"205958","2050","ruralPop",1
"205958","2060","totPop",2.40036423302487
"205958","2060","ruralPop",1
"205958","2070","totPop",2.38927422539936
"205958","2070","ruralPop",1
"205958","2080","totPop",2.3818809266432
"205958","2080","ruralPop",1
"205958","2090","totPop",2.36955876469366
"205958","2090","ruralPop",1
"205958","2100","totPop",2.32088607904103
"205958","2100","ruralPop",1
"205959","2000","totPop",6.52514860179999
"205959","2000","ruralPop",1
"205959","2010","totPop",3.879398622639
"205959","2010","ruralPop",1
"205959","2020","totPop",4.01129820360629
"205959","2020","ruralPop",0.910380398471019
"205959","2030","totPop",4.05526468989888
"205959","2030","ruralPop",0.726084175321457
"205959","2040","totPop",4.11604190337218
"205959","2040","ruralPop",0.625510518088249
"205959","2050","totPop",4.11474881149322
"205959","2050","ruralPop",0.533940923260059
"205959","2060","totPop",4.03974706708355
"205959","2060","ruralPop",0.516645319413542
"205959","2070","totPop",3.97509049195577
"205959","2070","ruralPop",0.44860116816202
"205959","2080","totPop",3.87681234176442
"205959","2080","ruralPop",0.449299538334387
"205959","2090","totPop",3.79663816463203
"205959","2090","ruralPop",0.455040866055966
"205959","2100","totPop",3.71646389315773
"205959","2100","ruralPop",0.447807930497618
"205960","2000","totPop",23.5475387162893
"205960","2000","ruralPop",1
"205960","2010","totPop",15.0081646361291
"205960","2010","ruralPop",1
"205960","2020","totPop",15.6650400179209
"205960","2020","ruralPop",1
"205960","2030","totPop",16.2076749985422
"205960","2030","ruralPop",1
"205960","2040","totPop",16.5075525278629
"205960","2040","ruralPop",1
"205960","2050","totPop",16.5218323635199
"205960","2050","ruralPop",0.921348315440271
"205960","2060","totPop",16.4075931880023
"205960","2060","ruralPop",0.254134032640075
"205960","2070","totPop",16.250514750644
"205960","2070","ruralPop",0.224077344221673
"205960","2080","totPop",15.8078378842304
"205960","2080","ruralPop",0.124661247894202
"205960","2090","totPop",15.379441343735
"205960","2090","ruralPop",0.0631383548011537
"205960","2100","totPop",14.708287351939
"205960","2100","ruralPop",0.041747578753862
"205961","2000","totPop",21.1898273397606
"205961","2000","ruralPop",1
"205961","2010","totPop",14.3941725861093
"205961","2010","ruralPop",1
"205961","2020","totPop",15.0536664845043
"205961","2020","ruralPop",1
"205961","2030","totPop",15.6414762849092
"205961","2030","ruralPop",1
"205961","2040","totPop",15.9998967748595
"205961","2040","ruralPop",1
"205961","2050","totPop",16.0715811189575
"205961","2050","ruralPop",1
"205961","2060","totPop",15.9712232341067
"205961","2060","ruralPop",0.527827665045941
"205961","2070","totPop",15.8278552842344
"205961","2070","ruralPop",0.493659436867043
"205961","2080","totPop",15.3977504501861
"205961","2080","ruralPop",0.260707637888996
"205961","2090","totPop",14.9676458622457
"205961","2090","ruralPop",0.107279708228285
"205961","2100","totPop",14.3941725861093
"205961","2100","ruralPop",0
"205962","2000","totPop",37.3840996130973
"205962","2000","ruralPop",1
"205962","2010","totPop",25.1365783031205
"205962","2010","ruralPop",1
"205962","2020","totPop",26.4682534261935
"205962","2020","ruralPop",1
"205962","2030","totPop",27.2944749085217
"205962","2030","ruralPop",1
"205962","2040","totPop",27.9262907080086
"205962","2040","ruralPop",0.123564221055451
"205962","2050","totPop",28.1206963908499
"205962","2050","ruralPop",0.0705150397853868
"205962","2060","totPop",28.0040534483509
"205962","2060","ruralPop",0.028809438212916
"205962","2070","totPop",27.5569217794333
"205962","2070","ruralPop",0.0158730156807913
"205962","2080","totPop",26.9445454135878
"205962","2080","ruralPop",0.0151515192799754
"205962","2090","totPop",26.0308416409558
"205962","2090","ruralPop",0.0145631088498247
"205962","2100","totPop",25.2629411292994
"205962","2100","ruralPop",0.00153906083670015
"205963","2000","totPop",46.732749771697
"205963","2000","ruralPop",1
"205963","2010","totPop",32.7971771379317
"205963","2010","ruralPop",1
"205963","2020","totPop",34.6563351135253
"205963","2020","ruralPop",0.192357645199757
"205963","2030","totPop",35.8138825714237
"205963","2030","ruralPop",0.0666817738392786
"205963","2040","totPop",36.8541259033961
"205963","2040","ruralPop",0.0425991918048669
"205963","2050","totPop",37.2156289131014
"205963","2050","ruralPop",0.030746963678104
"205963","2060","totPop",36.8784716030656
"205963","2060","ruralPop",0.030167833662198
"205963","2070","totPop",36.4505707125315
"205963","2070","ruralPop",0.0257251014199548
"205963","2080","totPop",35.6560014519669
"205963","2080","ruralPop",0.0256155579508106
"205963","2090","totPop",34.5434575129877
"205963","2090","ruralPop",0.0259066251111356
"205963","2100","totPop",33.3822211741731
"205963","2100","ruralPop",0.0156691943025922
"205964","2000","totPop",20.3414366303654
"205964","2000","ruralPop",0.974245857393041
"205964","2010","totPop",14.9130112597458
"205964","2010","ruralPop",0.945550353115141
"205964","2020","totPop",15.5901698885381
"205964","2020","ruralPop",0.942874924115952
"205964","2030","totPop",16.1596427045191
"205964","2030","ruralPop",0.864111183601267
"205964","2040","totPop",16.6500491482752
"205964","2040","ruralPop",0.845214858596776
"205964","2050","totPop",17.0308293334326
"205964","2050","ruralPop",0.824067215466597
"205964","2060","totPop",16.7038920525992
"205964","2060","ruralPop",0.817197122285363
"205964","2070","totPop",16.6500491274583
"205964","2070","ruralPop",0.0598689118510449
"205964","2080","totPop",16.1741948218063
"205964","2080","ruralPop",0.0393174260127726
"205964","2090","totPop",15.6833034674871
"205964","2090","ruralPop",0.0176295940983889
"205964","2100","totPop",15.1730090417024
"205964","2100","ruralPop",0.0134271122876568
"205965","2000","totPop",10.8623266653417
"205965","2000","ruralPop",1
"205965","2010","totPop",6.85708927372091
"205965","2010","ruralPop",1
"205965","2020","totPop",7.12901563904303
"205965","2020","ruralPop",1
"205965","2030","totPop",7.3444697303277
"205965","2030","ruralPop",0.643961560553911
"205965","2040","totPop",7.48012605671052
"205965","2040","ruralPop",0.546692921434208
"205965","2050","totPop",7.53230166847981
"205965","2050","ruralPop",0.528970755187261
"205965","2060","totPop",7.43961340177354
"205965","2060","ruralPop",0.521452139261143
"205965","2070","totPop",7.350608025508
"205965","2070","ruralPop",0.3731941418123
"205965","2080","totPop",7.13208485380712
"205965","2080","ruralPop",0.23668129767957
"205965","2090","totPop",6.91356155434408
"205965","2090","ruralPop",0.194264404631213
"205965","2100","totPop",6.70424569106587
"205965","2100","ruralPop",0.129646590637792
"205966","2000","totPop",8.14198049794483
"205966","2000","ruralPop",1
"205966","2010","totPop",5.76942926818271
"205966","2010","ruralPop",1
"205966","2020","totPop",6.0487911092939
"205966","2020","ruralPop",1
"205966","2030","totPop",6.30082412901263
"205966","2030","ruralPop",1
"205966","2040","totPop",6.51844302297023
"205966","2040","ruralPop",1
"205966","2050","totPop",6.54880836366302
"205966","2050","ruralPop",0.984544050057752
"205966","2060","totPop",6.53160135942386
"205966","2060","ruralPop",0.984813264718439
"205966","2070","totPop",6.49415071219049
"205966","2070","ruralPop",0.984725685435041
"205966","2080","totPop",6.2866535854324
"205966","2080","ruralPop",0.98454355129287
"205966","2090","totPop",6.046766755854
"205966","2090","ruralPop",0.199196512398253
"205966","2100","totPop",5.95668275629041
"205966","2100","ruralPop",0.118946475749274
"205967","2000","totPop",14.7623969449898
"205967","2000","ruralPop",1
"205967","2010","totPop",9.33536228430128
"205967","2010","ruralPop",1
"205967","2020","totPop",9.76722184996071
"205967","2020","ruralPop",1
"205967","2030","totPop",10.0407329246858
"205967","2030","ruralPop",1
"205967","2040","totPop",10.1199071701529
"205967","2040","ruralPop",0.962304409807427
"205967","2050","totPop",10.2350696921657
"205967","2050","ruralPop",0.926863573333064
"205967","2060","totPop",10.0839186464954
"205967","2060","ruralPop",0.899357596793587
"205967","2070","totPop",9.88958231146137
"205967","2070","ruralPop",0.876273652593298
"205967","2080","totPop",9.68804766627153
"205967","2080","ruralPop",0.793462105511616
"205967","2090","totPop",9.35695573209702
"205967","2090","ruralPop",0.696923092707795
"205967","2100","totPop",9.17701385514494
"205967","2100","ruralPop",0.191372534316524
"205969","2000","totPop",66.8212507646857
"205969","2000","ruralPop",1
"205969","2010","totPop",55.1752880337772
"205969","2010","ruralPop",0.955864012299769
"205969","2020","totPop",60.3859607490126
"205969","2020","ruralPop",0.0375208351384156
"205969","2030","totPop",64.5121927198752
"205969","2030","ruralPop",0.0178172824194101
"205969","2040","totPop",68.0140097449948
"205969","2040","ruralPop",0.00668877675159792
"205969","2050","totPop",70.0975152163089
"205969","2050","ruralPop",0.00594458964382034
"205969","2060","totPop",70.6582134780449
"205969","2060","ruralPop",0.00535636807428115
"205969","2070","totPop",70.6977174397531
"205969","2070","ruralPop",0.00486670445075513
"205969","2080","totPop",69.9178367547918
"205969","2080","ruralPop",0.00448357101136308
"205969","2090","totPop",68.4510997126385
"205969","2090","ruralPop",0.00430039554090928
"205969","2100","totPop",66.8658511791118
"205969","2100","ruralPop",0.00303018779669235
"205971","2000","totPop",37.2917436358457
"205971","2000","ruralPop",1
"205971","2010","totPop",25.5598256405751
"205971","2010","ruralPop",1
"205971","2020","totPop",26.8117941782912
"205971","2020","ruralPop",0.575026242304621
"205971","2030","totPop",27.7120849585112
"205971","2030","ruralPop",0.340609149887645
"205971","2040","totPop",28.3873023796146
"205971","2040","ruralPop",0.256689753732951
"205971","2050","totPop",28.7530471315018
"205971","2050","ruralPop",0.25733858661921
"205971","2060","totPop",28.4013691325287
"205971","2060","ruralPop",0.25260026820837
"205971","2070","totPop",28.091895014451
"205971","2070","ruralPop",0.0625939098188262
"205971","2080","totPop",27.4026089086184
"205971","2080","ruralPop",0.0472278969272454
"205971","2090","totPop",26.5304518757035
"205971","2090","ruralPop",0.0116648914974461
"205971","2100","totPop",25.7004975162997
"205971","2100","ruralPop",0.0114942556815052
"205972","2000","totPop",47.7755767693799
"205972","2000","ruralPop",0.805555551610095
"205972","2010","totPop",39.8600420149831
"205972","2010","ruralPop",0.638016529575503
"205972","2020","totPop",42.43423815536
"205972","2020","ruralPop",0.627370539901232
"205972","2030","totPop",44.3401771022825
"205972","2030","ruralPop",0.147633197141958
"205972","2040","totPop",45.784927091048
"205972","2040","ruralPop",0.029088291575278
"205972","2050","totPop",46.4108294035037
"205972","2050","ruralPop",0
"205972","2060","totPop",46.6320129165206
"205972","2060","ruralPop",0
"205972","2070","totPop",46.1849406902008
"205972","2070","ruralPop",0
"205972","2080","totPop",45.2625598656532
"205972","2080","ruralPop",0
"205972","2090","totPop",44.1613491165385
"205972","2090","ruralPop",0
"205972","2100","totPop",42.8860159051024
"205972","2100","ruralPop",0
"206243","2000","totPop",9.37495168736979
"206243","2000","ruralPop",1
"206243","2010","totPop",4.56689759968468
"206243","2010","ruralPop",1
"206243","2020","totPop",4.5216807703127
"206243","2020","ruralPop",1
"206243","2030","totPop",4.46139176150812
"206243","2030","ruralPop",1
"206243","2040","totPop",4.44631935568447
"206243","2040","ruralPop",1
"206243","2050","totPop",4.31066912630117
"206243","2050","ruralPop",1
"206243","2060","totPop",4.17501857350205
"206243","2060","ruralPop",1
"206243","2070","totPop",4.00922353247143
"206243","2070","ruralPop",1
"206243","2080","totPop",3.67763370914284
"206243","2080","ruralPop",1
"206243","2090","totPop",3.54198328571004
"206243","2090","ruralPop",0.731914894160991
"206243","2100","totPop",3.40633286227725
"206243","2100","ruralPop",0.738938062087756
"206247","2000","totPop",24.8039291678705
"206247","2000","ruralPop",1
"206247","2010","totPop",12.8247590999202
"206247","2010","ruralPop",1
"206247","2020","totPop",13.1222806490252
"206247","2020","ruralPop",1
"206247","2030","totPop",13.1066216625679
"206247","2030","ruralPop",1
"206247","2040","totPop",13.1379396354825
"206247","2040","ruralPop",1
"206247","2050","totPop",13.0753034208479
"206247","2050","ruralPop",1
"206247","2060","totPop",12.730804912371
"206247","2060","ruralPop",1
"206247","2070","totPop",12.5428959996618
"206247","2070","ruralPop",0.627965048457798
"206247","2080","totPop",12.1514202630075
"206247","2080","ruralPop",0.521907242778155
"206247","2090","totPop",11.6346715594733
"206247","2090","ruralPop",0.360699891375086
"206247","2100","totPop",11.3684677144775
"206247","2100","ruralPop",0.210743786508485
"206250","2000","totPop",4.15928171683216
"206250","2000","ruralPop",1
"206250","2010","totPop",0.790849345835783
"206250","2010","ruralPop",1
"206250","2020","totPop",0.732267916302636
"206250","2020","ruralPop",1
"206250","2030","totPop",0.292907165342597
"206250","2030","ruralPop",1
"206250","2040","totPop",0.263616450576023
"206250","2040","ruralPop",1
"206250","2050","totPop",0.23432573580945
"206250","2050","ruralPop",1
"206250","2060","totPop",0.146453589545633
"206250","2060","ruralPop",1
"206250","2070","totPop",0.146453589545633
"206250","2070","ruralPop",1
"206250","2080","totPop",0.0878721521561034
"206250","2080","ruralPop",1
"206250","2090","totPop",0.0292907167306693
"206250","2090","ruralPop",1
"206250","2100","totPop",0
"206250","2100","ruralPop",0
"206251","2000","totPop",2.11853466253729
"206251","2000","ruralPop",1
"206251","2010","totPop",0.529633665634322
"206251","2010","ruralPop",1
"206251","2020","totPop",0.529633665634322
"206251","2020","ruralPop",1
"206251","2030","totPop",0.147120469691451
"206251","2030","ruralPop",1
"206251","2040","totPop",0.0588481855089335
"206251","2040","ruralPop",1
"206251","2050","totPop",0.0588481855089335
"206251","2050","ruralPop",1
"206251","2060","totPop",0.0294240927544667
"206251","2060","ruralPop",1
"206251","2070","totPop",0.0294240927544667
"206251","2070","ruralPop",1
"206251","2080","totPop",0.0294240927544667
"206251","2080","ruralPop",1
"206251","2090","totPop",0.0294240927544667
"206251","2090","ruralPop",1
"206251","2100","totPop",0.0294240927544667
"206251","2100","ruralPop",1
"206252","2000","totPop",3.95496345365473
"206252","2000","ruralPop",1
"206252","2010","totPop",2.81549989681924
"206252","2010","ruralPop",1
"206252","2020","totPop",2.8275577179851
"206252","2020","ruralPop",1
"206252","2030","totPop",2.8275577179851
"206252","2030","ruralPop",1
"206252","2040","totPop",3.33398597409196
"206252","2040","ruralPop",1
"206252","2050","totPop",3.35207270584075
"206252","2050","ruralPop",1
"206252","2060","totPop",3.33398597409196
"206252","2060","ruralPop",1
"206252","2070","totPop",3.33398597409196
"206252","2070","ruralPop",1
"206252","2080","totPop",2.8275577179851
"206252","2080","ruralPop",1
"206252","2090","totPop",2.82152880740217
"206252","2090","ruralPop",1
"206252","2100","totPop",2.81549989681924
"206252","2100","ruralPop",1
"206253","2000","totPop",2.12441948385044
"206253","2000","ruralPop",1
"206253","2010","totPop",0.535518483790607
"206253","2010","ruralPop",1
"206253","2020","totPop",0.535518483790607
"206253","2020","ruralPop",1
"206253","2030","totPop",0.0264816836763239
"206253","2030","ruralPop",1
"206253","2040","totPop",0.0176544560472879
"206253","2040","ruralPop",1
"206253","2050","totPop",0.0176544560472879
"206253","2050","ruralPop",1
"206253","2060","totPop",0.0147120469691451
"206253","2060","ruralPop",1
"206253","2070","totPop",0.0117696371017867
"206253","2070","ruralPop",1
"206253","2080","totPop",0.0117696371017867
"206253","2080","ruralPop",1
"206253","2090","totPop",0.00882722802364393
"206253","2090","ruralPop",1
"206253","2100","totPop",0.00882722802364393
"206253","2100","ruralPop",1
"206254","2000","totPop",2.66048370254196
"206254","2000","ruralPop",1
"206254","2010","totPop",1.5962902373829
"206254","2010","ruralPop",1
"206254","2020","totPop",1.64063163771117
"206254","2020","ruralPop",1
"206254","2030","totPop",1.67019255011972
"206254","2030","ruralPop",1
"206254","2040","totPop",1.5667292932589
"206254","2040","ruralPop",1
"206254","2050","totPop",1.5667292932589
"206254","2050","ruralPop",1
"206254","2060","totPop",1.5667292932589
"206254","2060","ruralPop",1
"206254","2070","totPop",1.55194882516133
"206254","2070","ruralPop",1
"206254","2080","totPop",1.50760743276192
"206254","2080","ruralPop",1
"206254","2090","totPop",1.49282697655764
"206254","2090","ruralPop",1
"206254","2100","totPop",1.46326604829137
"206254","2100","ruralPop",1
"206255","2000","totPop",14.5048409906806
"206255","2000","ruralPop",1
"206255","2010","totPop",10.0877293748485
"206255","2010","ruralPop",1
"206255","2020","totPop",10.505563731251
"206255","2020","ruralPop",1
"206255","2030","totPop",10.9830895882758
"206255","2030","ruralPop",1
"206255","2040","totPop",11.2815429927516
"206255","2040","ruralPop",1
"206255","2050","totPop",11.2815429927516
"206255","2050","ruralPop",1
"206255","2060","totPop",11.2815429927516
"206255","2060","ruralPop",1
"206255","2070","totPop",11.1621620408248
"206255","2070","ruralPop",1
"206255","2080","totPop",10.7443266597634
"206255","2080","ruralPop",1
"206255","2090","totPop",10.4458732552877
"206255","2090","ruralPop",1
"206255","2100","totPop",10.2071103267753
"206255","2100","ruralPop",0
"206256","2000","totPop",9.97298109463965
"206256","2000","ruralPop",1
"206256","2010","totPop",4.71310843183507
"206256","2010","ruralPop",1
"206256","2020","totPop",4.72768885179097
"206256","2020","ruralPop",1
"206256","2030","totPop",4.7677849049898
"206256","2030","ruralPop",1
"206256","2040","totPop",4.6985280118792
"206256","2040","ruralPop",1
"206256","2050","totPop",4.57823989921184
"206256","2050","ruralPop",1
"206256","2060","totPop",4.49075747333487
"206256","2060","ruralPop",1
"206256","2070","totPop",4.45430659551875
"206256","2070","ruralPop",1
"206256","2080","totPop",4.3413087397585
"206256","2080","ruralPop",1
"206256","2090","totPop",4.07157156501068
"206256","2090","ruralPop",1
"206256","2100","totPop",3.97679906994324
"206256","2100","ruralPop",1
"206258","2000","totPop",31.8499225225982
"206258","2000","ruralPop",1
"206258","2010","totPop",37.0325205213216
"206258","2010","ruralPop",1
"206258","2020","totPop",42.4665633634643
"206258","2020","ruralPop",0.547039464589962
"206258","2030","totPop",47.1043606844041
"206258","2030","ruralPop",0.438908669428861
"206258","2040","totPop",51.0297229557123
"206258","2040","ruralPop",0.431426208783695
"206258","2050","totPop",53.6699149138658
"206258","2050","ruralPop",0.412285299740152
"206258","2060","totPop",55.1366883305282
"206258","2060","ruralPop",0.407651374060788
"206258","2070","totPop",55.7513326666098
"206258","2070","ruralPop",0.206213951109462
"206258","2080","totPop",55.4998878231906
"206258","2080","ruralPop",0.178958001525241
"206258","2090","totPop",55.0808105263099
"206258","2090","ruralPop",0.177783439357343
"206258","2100","totPop",54.1309012833052
"206258","2100","ruralPop",0.0838709738009924
"206259","2000","totPop",8.53663558348643
"206259","2000","ruralPop",1
"206259","2010","totPop",5.70510789317338
"206259","2010","ruralPop",1
"206259","2020","totPop",6.07890695308139
"206259","2020","ruralPop",1
"206259","2030","totPop",6.11628683500963
"206259","2030","ruralPop",1
"206259","2040","totPop",6.36392863800575
"206259","2040","ruralPop",1
"206259","2050","totPop",6.3779461288201
"206259","2050","ruralPop",1
"206259","2060","totPop",6.32187626582345
"206259","2060","ruralPop",1
"206259","2070","totPop",6.28916885409716
"206259","2070","ruralPop",1
"206259","2080","totPop",6.00414706891208
"206259","2080","ruralPop",1
"206259","2090","totPop",5.96209471678193
"206259","2090","ruralPop",1
"206259","2100","totPop",5.57427818611174
"206259","2100","ruralPop",0.302598485976144
"206261","2000","totPop",25.2468455328749
"206261","2000","ruralPop",1
"206261","2010","totPop",17.8213035365772
"206261","2010","ruralPop",1
"206261","2020","totPop",18.7923362833466
"206261","2020","ruralPop",1
"206261","2030","totPop",19.7062477264434
"206261","2030","ruralPop",1
"206261","2040","totPop",20.2203237711423
"206261","2040","ruralPop",1
"206261","2050","totPop",20.2774431137707
"206261","2050","ruralPop",1
"206261","2060","totPop",20.2774431137707
"206261","2060","ruralPop",0.0760563412972609
"206261","2070","totPop",20.2203237711423
"206261","2070","ruralPop",0.0762711889063688
"206261","2080","totPop",19.7062477264434
"206261","2080","ruralPop",0
"206261","2090","totPop",19.1921716817445
"206261","2090","ruralPop",0
"206261","2100","totPop",18.3353795812761
"206261","2100","ruralPop",0
"206262","2000","totPop",24.8062916953664
"206262","2000","ruralPop",1
"206262","2010","totPop",15.9712232341066
"206262","2010","ruralPop",1
"206262","2020","totPop",16.6773118823329
"206262","2020","ruralPop",1
"206262","2030","totPop",17.3045479858539
"206262","2030","ruralPop",1
"206262","2040","totPop",17.6307106809303
"206262","2040","ruralPop",1
"206262","2050","totPop",17.6307109885652
"206262","2050","ruralPop",1
"206262","2060","totPop",17.5626106524804
"206262","2060","ruralPop",0.303877564617476
"206262","2070","totPop",17.4228270182563
"206262","2070","ruralPop",0.247479967954659
"206262","2080","totPop",16.9210380862179
"206262","2080","ruralPop",0.0578267390809804
"206262","2090","totPop",16.4515070105804
"206262","2090","ruralPop",0.0143790822589488
"206262","2100","totPop",15.7490024934213
"206262","2100","ruralPop",0.0131998221425633
"206263","2000","totPop",14.4528975937192
"206263","2000","ruralPop",1
"206263","2010","totPop",8.75235241430741
"206263","2010","ruralPop",1
"206263","2020","totPop",8.98267733477698
"206263","2020","ruralPop",1
"206263","2030","totPop",9.21300225524656
"206263","2030","ruralPop",1
"206263","2040","totPop",9.32816459192536
"206263","2040","ruralPop",1
"206263","2050","totPop",9.35695560854102
"206263","2050","ruralPop",1
"206263","2060","totPop",9.15542096335117
"206263","2060","ruralPop",1
"206263","2070","totPop",9.04025837956038
"206263","2070","ruralPop",1
"206263","2080","totPop",8.80993345909081
"206263","2080","ruralPop",1
"206263","2090","totPop",8.52202699961387
"206263","2090","ruralPop",0.692567575502518
"206263","2100","totPop",8.320492601536
"206263","2100","ruralPop",0.401384079268354
"206264","2000","totPop",38.150834288193
"206264","2000","ruralPop",1
"206264","2010","totPop",27.1178687338205
"206264","2010","ruralPop",1
"206264","2020","totPop",28.6857112388147
"206264","2020","ruralPop",1
"206264","2030","totPop",29.7309395754775
"206264","2030","ruralPop",1
"206264","2040","totPop",30.7180998927273
"206264","2040","ruralPop",0
"206264","2050","totPop",30.7180998927273
"206264","2050","ruralPop",0
"206264","2060","totPop",30.7180998927273
"206264","2060","ruralPop",0
"206264","2070","totPop",30.1954857243959
"206264","2070","ruralPop",0
"206264","2080","totPop",29.6728715560645
"206264","2080","ruralPop",0
"206264","2090","totPop",28.6276432194017
"206264","2090","ruralPop",0
"206264","2100","totPop",28.1050290510703
"206264","2100","ruralPop",0
"206268","2000","totPop",77.5014813995793
"206268","2000","ruralPop",1
"206268","2010","totPop",99.125902914873
"206268","2010","ruralPop",1
"206268","2020","totPop",115.274374433852
"206268","2020","ruralPop",0.11294236544744
"206268","2030","totPop",129.746529091762
"206268","2030","ruralPop",0.0663221492323764
"206268","2040","totPop",141.480716425061
"206268","2040","ruralPop",0.0142180089645744
"206268","2050","totPop",149.974027563043
"206268","2050","ruralPop",0.0134128163864928
"206268","2060","totPop",154.835326508924
"206268","2060","ruralPop",0.0129916998904638
"206268","2070","totPop",157.238036600158
"206268","2070","ruralPop",0.0127931773885041
"206268","2080","totPop",157.573309180628
"206268","2080","ruralPop",0.0120568129500754
"206268","2090","totPop",156.344007079759
"206268","2090","ruralPop",0.0121515151306928
"206268","2100","totPop",154.500069275547
"206268","2100","ruralPop",0
"206270","2000","totPop",56.5838296924379
"206270","2000","ruralPop",0.953426918706494
"206270","2010","totPop",57.6257951460911
"206270","2010","ruralPop",0.890132167892446
"206270","2020","totPop",64.7124019558913
"206270","2020","ruralPop",0.15220583298407
"206270","2030","totPop",70.7212221099377
"206270","2030","ruralPop",0.0650560541096069
"206270","2040","totPop",75.8204634125795
"206270","2040","ruralPop",0.0408989130616462
"206270","2050","totPop",79.1721955124646
"206270","2050","ruralPop",0.0364526977097197
"206270","2060","totPop",80.7982195274685
"206270","2060","ruralPop",0.0357191032982157
"206270","2070","totPop",81.502209476099
"206270","2070","ruralPop",0.0353532457383719
"206270","2080","totPop",81.0941435492874
"206270","2080","ruralPop",0.0336297444145537
"206270","2090","totPop",80.0366046387153
"206270","2090","ruralPop",0.0340546392445657
"206270","2100","totPop",78.6410872821395
"206270","2100","ruralPop",0.000891228947465004
"206272","2000","totPop",24.028519031186
"206272","2000","ruralPop",1
"206272","2010","totPop",5.62003539894943
"206272","2010","ruralPop",1
"206272","2020","totPop",5.13258331932345
"206272","2020","ruralPop",1
"206272","2030","totPop",4.80761529358477
"206272","2030","ruralPop",1
"206272","2040","totPop",4.1767951000146
"206272","2040","ruralPop",1
"206272","2050","totPop",3.99519522923808
"206272","2050","ruralPop",1
"206272","2060","totPop",3.60332200845916
"206272","2060","ruralPop",0.798408481602007
"206272","2070","totPop",3.24012245148706
"206272","2070","ruralPop",0.480825962137652
"206272","2080","totPop",3.10631208191555
"206272","2080","ruralPop",0.473846151144265
"206272","2090","totPop",2.77178624002275
"206272","2090","ruralPop",0.344827613634954
"206272","2100","totPop",2.59974430845432
"206272","2100","ruralPop",0.253676486104908
"206714","2000","totPop",3.83785606394965
"206714","2000","ruralPop",1
"206714","2010","totPop",2.72609616514665
"206714","2010","ruralPop",1
"206714","2020","totPop",2.72609616514665
"206714","2020","ruralPop",1
"206714","2030","totPop",2.74132575996403
"206714","2030","ruralPop",1
"206714","2040","totPop",3.18298374823512
"206714","2040","ruralPop",1
"206714","2050","totPop",3.22867253268729
"206714","2050","ruralPop",1
"206714","2060","totPop",3.22867253268729
"206714","2060","ruralPop",1
"206714","2070","totPop",3.13729496378295
"206714","2070","ruralPop",1
"206714","2080","totPop",2.72609616514665
"206714","2080","ruralPop",1
"206714","2090","totPop",2.72609616514665
"206714","2090","ruralPop",1
"206714","2100","totPop",2.72609616514665
"206714","2100","ruralPop",1
"206729","2000","totPop",2.17738287566877
"206729","2000","ruralPop",1
"206729","2010","totPop",0.529633665634322
"206729","2010","ruralPop",1
"206729","2020","totPop",0.529633665634322
"206729","2020","ruralPop",1
"206729","2030","totPop",0.0588481855089335
"206729","2030","ruralPop",1
"206729","2040","totPop",0
"206729","2040","ruralPop",0
"206729","2050","totPop",0
"206729","2050","ruralPop",0
"206729","2060","totPop",0
"206729","2060","ruralPop",0
"206729","2070","totPop",0
"206729","2070","ruralPop",0
"206729","2080","totPop",0
"206729","2080","ruralPop",0
"206729","2090","totPop",0
"206729","2090","ruralPop",0
"206729","2100","totPop",0
"206729","2100","ruralPop",0
"206730","2000","totPop",3.32560462817745
"206730","2000","ruralPop",1
