"ns","ks","value"
"132536","totPop",36.2455022183612
"132536","ruralPop",0.724277067921991
"132536","Altitude",600
"132536","Slope",0
"132536","Soil2_Medium",1
"132536","Soil3_Heavy",0
"132536","Soil4_Stony",0
"132536","MEANYLD",0
"132536","HI_MEAN",0
"132536","LI_MEAN",0
"132536","IR_MEAN",0
"132536","SS_MEAN",0
"132537","Intercept",1
"132537","Cropland",0.0235119320785936
"132537","Forest",0.00389337835838856
"132537","OtherLand",30.5961649537001
"132537","Pasture",16.9130626057166
"132537","Plantations",0
"132537","Urban",0.0127571301463001
"132537","MeanTemp",10.1815
"132537","MeanPrecip",486.44
"132537","HarvWood",0.384
"132537","HarvCost",112.484
"132537","GRASYLD",2.256
"132537","meanTimeToMarket",323.416
"132537","totPop",18.0443955222138
"132537","ruralPop",1
"132537","Altitude",600
"132537","Slope",0
"132537","Soil2_Medium",1
"132537","Soil3_Heavy",0
"132537","Soil4_Stony",0
"132537","MEANYLD",0
"132537","HI_MEAN",0
"132537","LI_MEAN",0
"132537","IR_MEAN",0
"132537","SS_MEAN",0
"132538","Intercept",1
"132538","Cropland",0.135131535801564
"132538","Forest",0.130423550451947
"132538","OtherLand",55.4524935447054
"132538","Pasture",31.9961750628869
"132538","Plantations",0
"132538","Urban",0.00171630615423529
"132538","MeanTemp",10.1815
"132538","MeanPrecip",486.44
"132538","HarvWood",0.41
"132538","HarvCost",111.199
"132538","GRASYLD",2.155
"132538","meanTimeToMarket",399.865
"132538","totPop",18.1836961446232
"132538","ruralPop",1
"132538","Altitude",600
"132538","Slope",0
"132538","Soil2_Medium",1
"132538","Soil3_Heavy",0
"132538","Soil4_Stony",0
"132538","MEANYLD",0
"132538","HI_MEAN",0
"132538","LI_MEAN",0
"132538","IR_MEAN",0
"132538","SS_MEAN",0
"132539","Intercept",1
"132539","Cropland",0.252657997727122
"132539","Forest",0.0442532915404564
"132539","OtherLand",85.157856256986
"132539","Pasture",48.5457741086032
"132539","Plantations",0
"132539","Urban",0.0288583451432285
"132539","MeanTemp",10.1815
"132539","MeanPrecip",486.44
"132539","HarvWood",0.493
"132539","HarvCost",112.897
"132539","GRASYLD",2.602
"132539","meanTimeToMarket",292.423
"132539","totPop",56.5025285497063
"132539","ruralPop",0.691931863198204
"132539","Altitude",600
"132539","Slope",0
"132539","Soil2_Medium",1
"132539","Soil3_Heavy",0
"132539","Soil4_Stony",0
"132539","MEANYLD",2.147734375
"132539","HI_MEAN",1.8830625
"132539","LI_MEAN",1.7758125
"132539","IR_MEAN",3.8315
"132539","SS_MEAN",1.1005625
"132540","Intercept",1
"132540","Cropland",0.00533840422323142
"132540","Forest",0.00334131459088189
"132540","OtherLand",51.7525160620591
"132540","Pasture",28.0057960725424
"132540","Plantations",0
"132540","Urban",0.0934881465844576
"132540","MeanTemp",10.1815
"132540","MeanPrecip",486.44
"132540","HarvWood",0.431
"132540","HarvCost",111.85
"132540","GRASYLD",2.879
"132540","meanTimeToMarket",270.193
"132540","totPop",42.9499046336811
"132540","ruralPop",0.954518950437318
"132540","Altitude",600
"132540","Slope",0
"132540","Soil2_Medium",1
"132540","Soil3_Heavy",0
"132540","Soil4_Stony",0
"132540","MEANYLD",0
"132540","HI_MEAN",0
"132540","LI_MEAN",0
"132540","IR_MEAN",0
"132540","SS_MEAN",0
"132541","Intercept",1
"132541","Cropland",0.0099145938563818
"132541","Forest",0
"132541","OtherLand",106.125440929583
"132541","Pasture",59.0671444765607
"132541","Plantations",0
"132541","Urban",0
"132541","MeanTemp",10.1815
"132541","MeanPrecip",486.44
"132541","HarvWood",0.515
"132541","HarvCost",112.673
"132541","GRASYLD",3.008
"132541","meanTimeToMarket",382.182
"132541","totPop",9.6548175723733
"132541","ruralPop",1
"132541","Altitude",600
"132541","Slope",0
"132541","Soil2_Medium",1
"132541","Soil3_Heavy",0
"132541","Soil4_Stony",0
"132541","MEANYLD",2.5625625
"132541","HI_MEAN",2.469125
"132541","LI_MEAN",2.2769375
"132541","IR_MEAN",4.3105625
"132541","SS_MEAN",1.193625
"132542","Intercept",1
"132542","Cropland",0
"132542","Forest",0
"132542","OtherLand",88.0752273682361
"132542","Pasture",23.4556526317639
"132542","Plantations",0
"132542","Urban",0
"132542","MeanTemp",10.1815
"132542","MeanPrecip",486.44
"132542","HarvWood",0.502
"132542","HarvCost",112.684
"132542","GRASYLD",3.083
"132542","meanTimeToMarket",235.109
"132542","totPop",11.5752695576328
"132542","ruralPop",1
"132542","Altitude",600
"132542","Slope",0
"132542","Soil2_Medium",1
"132542","Soil3_Heavy",0
"132542","Soil4_Stony",0
"132542","MEANYLD",0
"132542","HI_MEAN",0
"132542","LI_MEAN",0
"132542","IR_MEAN",0
"132542","SS_MEAN",0
"132543","Intercept",1
"132543","Cropland",0.00875103036149923
"132543","Forest",0
"132543","OtherLand",41.8883861819422
"132543","Pasture",23.2455665089395
"132543","Plantations",0
"132543","Urban",0.017896278756804
"132543","MeanTemp",10.1815
"132543","MeanPrecip",486.44
"132543","HarvWood",0.467
"132543","HarvCost",111.316
"132543","GRASYLD",3.833
"132543","meanTimeToMarket",213.098
"132543","totPop",8.48672357222002
"132543","ruralPop",1
"132543","Altitude",600
"132543","Slope",0
"132543","Soil2_Medium",1
"132543","Soil3_Heavy",0
"132543","Soil4_Stony",0
"132543","MEANYLD",0
"132543","HI_MEAN",0
"132543","LI_MEAN",0
"132543","IR_MEAN",0
"132543","SS_MEAN",0
"132544","Intercept",1
"132544","Cropland",0.000791347025156736
"132544","Forest",0
"132544","OtherLand",33.3570827684248
"132544","Pasture",18.3967846096981
"132544","Plantations",0
"132544","Urban",0.00494127485191765
"132544","MeanTemp",10.1815
"132544","MeanPrecip",486.44
"132544","HarvWood",0.461
"132544","HarvCost",111.826
"132544","GRASYLD",2.249
"132544","meanTimeToMarket",207.39
"132544","totPop",8.34627779194584
"132544","ruralPop",1
"132544","Altitude",600
"132544","Slope",0
"132544","Soil2_Medium",1
"132544","Soil3_Heavy",0
"132544","Soil4_Stony",0
"132544","MEANYLD",0
"132544","HI_MEAN",0
"132544","LI_MEAN",0
"132544","IR_MEAN",0
"132544","SS_MEAN",0
"132545","Intercept",1
"132545","Cropland",0.00158939075549964
"132545","Forest",0
"132545","OtherLand",33.0952638140899
"132545","Pasture",18.2457034317909
"132545","Plantations",0
"132545","Urban",0.0189633633637387
"132545","MeanTemp",10.1815
"132545","MeanPrecip",486.44
"132545","HarvWood",0.32
"132545","HarvCost",111.885
"132545","GRASYLD",4.695
"132545","meanTimeToMarket",296.196
"132545","totPop",5.5099615431942
"132545","ruralPop",1
"132545","Altitude",600
"132545","Slope",0
"132545","Soil2_Medium",1
"132545","Soil3_Heavy",0
"132545","Soil4_Stony",0
"132545","MEANYLD",0
"132545","HI_MEAN",0
"132545","LI_MEAN",0
"132545","IR_MEAN",0
"132545","SS_MEAN",0
"132546","Intercept",1
"132546","Cropland",0.00380525128056196
"132546","Forest",0
"132546","OtherLand",49.4154775813429
"132546","Pasture",26.9505644705537
"132546","Plantations",0
"132546","Urban",0.0694326968228021
"132546","MeanTemp",10.1815
"132546","MeanPrecip",486.44
"132546","HarvWood",0.328
"132546","HarvCost",112.641
"132546","GRASYLD",3.049
"132546","meanTimeToMarket",390.472
"132546","totPop",15.9734628583629
"132546","ruralPop",1
"132546","Altitude",600
"132546","Slope",0
"132546","Soil2_Medium",1
"132546","Soil3_Heavy",0
"132546","Soil4_Stony",0
"132546","MEANYLD",0
"132546","HI_MEAN",0
"132546","LI_MEAN",0
"132546","IR_MEAN",0
"132546","SS_MEAN",0
"132547","Intercept",1
"132547","Cropland",0.000715224354546116
"132547","Forest",0
"132547","OtherLand",28.4482151190704
"132547","Pasture",15.7826443486501
"132547","Plantations",0
"132547","Urban",0.00289530792500137
"132547","MeanTemp",10.1815
"132547","MeanPrecip",486.44
"132547","HarvWood",0.354
"132547","HarvCost",112.408
"132547","GRASYLD",2.596
"132547","meanTimeToMarket",263.491
"132547","totPop",5.17695815051022
"132547","ruralPop",1
"132547","Altitude",600
"132547","Slope",0
"132547","Soil2_Medium",1
"132547","Soil3_Heavy",0
"132547","Soil4_Stony",0
"132547","MEANYLD",0
"132547","HI_MEAN",0
"132547","LI_MEAN",0
"132547","IR_MEAN",0
"132547","SS_MEAN",0
"132548","Intercept",1
"132548","Cropland",0.00197953394080861
"132548","Forest",0
"132548","OtherLand",73.0756861323909
"132548","Pasture",39.7098969545709
"132548","Plantations",0
"132548","Urban",0.0362573790973771
"132548","MeanTemp",10.1815
"132548","MeanPrecip",486.44
"132548","HarvWood",0.344
"132548","HarvCost",112.673
"132548","GRASYLD",3.978
"132548","meanTimeToMarket",356.942
"132548","totPop",2.87173400085195
"132548","ruralPop",1
"132548","Altitude",600
"132548","Slope",0
"132548","Soil2_Medium",1
"132548","Soil3_Heavy",0
"132548","Soil4_Stony",0
"132548","MEANYLD",0
"132548","HI_MEAN",0
"132548","LI_MEAN",0
"132548","IR_MEAN",0
"132548","SS_MEAN",0
"132549","Intercept",1
"132549","Cropland",0.000924259373712543
"132549","Forest",0
"132549","OtherLand",27.9805932548597
"132549","Pasture",15.5325824857666
"132549","Plantations",0
"132549","Urban",0
"132549","MeanTemp",10.1815
"132549","MeanPrecip",486.44
"132549","HarvWood",0.357
"132549","HarvCost",113.43
"132549","GRASYLD",4.31
"132549","meanTimeToMarket",433.829
"132549","totPop",3.53908273410228
"132549","ruralPop",1
"132549","Altitude",600
"132549","Slope",0
"132549","Soil2_Medium",1
"132549","Soil3_Heavy",0
"132549","Soil4_Stony",0
"132549","MEANYLD",0
"132549","HI_MEAN",0
"132549","LI_MEAN",0
"132549","IR_MEAN",0
"132549","SS_MEAN",0
"132550","Intercept",1
"132550","Cropland",0.0205475493542597
"132550","Forest",0.00390724080762011
"132550","OtherLand",47.4088596573644
"132550","Pasture",26.5341219229434
"132550","Plantations",0
"132550","Urban",0.00212362953028108
"132550","MeanTemp",10.1815
"132550","MeanPrecip",486.44
"132550","HarvWood",0.441
"132550","HarvCost",114.25
"132550","GRASYLD",6.303
"132550","meanTimeToMarket",429.759
"132550","totPop",5.81320207934183
"132550","ruralPop",1
"132550","Altitude",600
"132550","Slope",0
"132550","Soil2_Medium",1
"132550","Soil3_Heavy",0
"132550","Soil4_Stony",0
"132550","MEANYLD",0
"132550","HI_MEAN",0
"132550","LI_MEAN",0
"132550","IR_MEAN",0
"132550","SS_MEAN",0
"132551","Intercept",1
"132551","Cropland",0
"132551","Forest",0
"132551","OtherLand",15.71875228
"132551","Pasture",8.72720772
"132551","Plantations",0
"132551","Urban",0
"132551","MeanTemp",10.1815
"132551","MeanPrecip",486.44
"132551","HarvWood",0.441
"132551","HarvCost",110.205
"132551","GRASYLD",3.867
"132551","meanTimeToMarket",388.943
"132551","totPop",4.70425379081042
"132551","ruralPop",1
"132551","Altitude",600
"132551","Slope",0
"132551","Soil2_Medium",1
"132551","Soil3_Heavy",0
"132551","Soil4_Stony",0
"132551","MEANYLD",0
"132551","HI_MEAN",0
"132551","LI_MEAN",0
"132551","IR_MEAN",0
"132551","SS_MEAN",0
"132552","Intercept",1
"132552","Cropland",0.0233457055137662
"132552","Forest",0.00333828541483551
"132552","OtherLand",42.6530911578107
"132552","Pasture",23.9608676913269
"132552","Plantations",0
"132552","Urban",0.0016471599338643
"132552","MeanTemp",10.1815
"132552","MeanPrecip",486.44
"132552","HarvWood",0.37
"132552","HarvCost",106.739
"132552","GRASYLD",3.04
"132552","meanTimeToMarket",543.845
"132552","totPop",4.45662956660103
"132552","ruralPop",1
"132552","Altitude",600
"132552","Slope",0
"132552","Soil2_Medium",1
"132552","Soil3_Heavy",0
"132552","Soil4_Stony",0
"132552","MEANYLD",0
"132552","HI_MEAN",0
"132552","LI_MEAN",0
"132552","IR_MEAN",0
"132552","SS_MEAN",0
"132553","Intercept",1
"132553","Cropland",0
"132553","Forest",0
"132553","OtherLand",19.327752339398
"132553","Pasture",10.696397660602
"132553","Plantations",0
"132553","Urban",0
"132553","MeanTemp",10.1815
"132553","MeanPrecip",486.44
"132553","HarvWood",0.344
"132553","HarvCost",109.544
"132553","GRASYLD",4.031
"132553","meanTimeToMarket",322.638
"132553","totPop",4.29654128426617
"132553","ruralPop",1
"132553","Altitude",600
"132553","Slope",0
"132553","Soil2_Medium",1
"132553","Soil3_Heavy",0
"132553","Soil4_Stony",0
"132553","MEANYLD",0
"132553","HI_MEAN",0
"132553","LI_MEAN",0
"132553","IR_MEAN",0
"132553","SS_MEAN",0
"132554","Intercept",1
"132554","Cropland",0.0024930602696416
"132554","Forest",0
"132554","OtherLand",80.4089496992515
"132554","Pasture",44.554492407365
"132554","Plantations",0
"132554","Urban",0.000864833113881932
"132554","MeanTemp",10.1815
"132554","MeanPrecip",486.44
"132554","HarvWood",0.335
"132554","HarvCost",112.936
"132554","GRASYLD",1.738
"132554","meanTimeToMarket",340.987
"132554","totPop",3.08081826533127
"132554","ruralPop",1
"132554","Altitude",600
"132554","Slope",0
"132554","Soil2_Medium",1
"132554","Soil3_Heavy",0
"132554","Soil4_Stony",0
"132554","MEANYLD",0
"132554","HI_MEAN",0
"132554","LI_MEAN",0
"132554","IR_MEAN",0
"132554","SS_MEAN",0
"132555","Intercept",1
"132555","Cropland",0
"132555","Forest",0
"132555","OtherLand",49.6614911904181
"132555","Pasture",26.9660083794083
"132555","Plantations",0
"132555","Urban",0.0247904301736695
"132555","MeanTemp",10.1815
"132555","MeanPrecip",486.44
"132555","HarvWood",0.261
"132555","HarvCost",117.205
"132555","GRASYLD",0.622
"132555","meanTimeToMarket",391.958
"132555","totPop",3.05274636935178
"132555","ruralPop",1
"132555","Altitude",600
"132555","Slope",0
"132555","Soil2_Medium",1
"132555","Soil3_Heavy",0
"132555","Soil4_Stony",0
"132555","MEANYLD",0
"132555","HI_MEAN",0
"132555","LI_MEAN",0
"132555","IR_MEAN",0
"132555","SS_MEAN",0
"132556","Intercept",1
"132556","Cropland",0
"132556","Forest",0
"132556","OtherLand",22.5939840082869
"132556","Pasture",12.4514115951463
"132556","Plantations",0
"132556","Urban",0.00306439656687563
"132556","MeanTemp",10.1815
"132556","MeanPrecip",486.44
"132556","HarvWood",0.25
"132556","HarvCost",116.919
"132556","GRASYLD",0.37
"132556","meanTimeToMarket",461.282
"132556","totPop",3.05291587704567
"132556","ruralPop",1
"132556","Altitude",600
"132556","Slope",0
"132556","Soil2_Medium",1
"132556","Soil3_Heavy",0
"132556","Soil4_Stony",0
"132556","MEANYLD",0
"132556","HI_MEAN",0
"132556","LI_MEAN",0
"132556","IR_MEAN",0
"132556","SS_MEAN",0
"132557","Intercept",1
"132557","Cropland",0
"132557","Forest",0
"132557","OtherLand",89.8734582843375
"132557","Pasture",48.9718390795287
"132557","Plantations",0
"132557","Urban",0.0196626361337825
"132557","MeanTemp",10.1815
"132557","MeanPrecip",486.44
"132557","HarvWood",0.214
"132557","HarvCost",120.672
"132557","GRASYLD",0.859
"132557","meanTimeToMarket",404.71
"132557","totPop",2.67166029500891
"132557","ruralPop",1
"132557","Altitude",600
"132557","Slope",0
"132557","Soil2_Medium",1
"132557","Soil3_Heavy",0
"132557","Soil4_Stony",0
"132557","MEANYLD",0
"132557","HI_MEAN",0
"132557","LI_MEAN",0
"132557","IR_MEAN",0
"132557","SS_MEAN",0
"132558","Intercept",1
"132558","Cropland",0.000548691541314323
"132558","Forest",0
"132558","OtherLand",36.9463886250775
"132558","Pasture",20.3474362358081
"132558","Plantations",0
"132558","Urban",0.00792644757299819
"132558","MeanTemp",10.1815
"132558","MeanPrecip",486.44
"132558","HarvWood",0.246
"132558","HarvCost",116.431
"132558","GRASYLD",1.688
"132558","meanTimeToMarket",627.466
"132558","totPop",1.62297150376163
"132558","ruralPop",1
"132558","Altitude",600
"132558","Slope",0
"132558","Soil2_Medium",1
"132558","Soil3_Heavy",0
"132558","Soil4_Stony",0
"132558","MEANYLD",0
"132558","HI_MEAN",0
"132558","LI_MEAN",0
"132558","IR_MEAN",0
"132558","SS_MEAN",0
"132559","Intercept",1
"132559","Cropland",0
"132559","Forest",0
"132559","OtherLand",36.9308447507622
"132559","Pasture",19.788079824619
"132559","Plantations",0
"132559","Urban",0.0209754246187949
"132559","MeanTemp",10.1815
"132559","MeanPrecip",486.44
"132559","HarvWood",0.287
"132559","HarvCost",117.724
"132559","GRASYLD",1.509
"132559","meanTimeToMarket",492.107
"132559","totPop",1.58618538277297
"132559","ruralPop",1
"132559","Altitude",600
"132559","Slope",0
"132559","Soil2_Medium",1
"132559","Soil3_Heavy",0
"132559","Soil4_Stony",0
"132559","MEANYLD",0
"132559","HI_MEAN",0
"132559","LI_MEAN",0
"132559","IR_MEAN",0
"132559","SS_MEAN",0
"132560","Intercept",1
"132560","Cropland",0
"132560","Forest",0
"132560","OtherLand",3.59477022415415
"132560","Pasture",1.96145797862882
"132560","Plantations",0
"132560","Urban",0.0039717972170276
"132560","MeanTemp",10.1815
"132560","MeanPrecip",486.44
"132560","HarvWood",0.286
"132560","HarvCost",118.43
"132560","GRASYLD",0
"132560","meanTimeToMarket",315.32
"132560","totPop",4.67609078810115
"132560","ruralPop",1
"132560","Altitude",600
"132560","Slope",0
"132560","Soil2_Medium",1
"132560","Soil3_Heavy",0
"132560","Soil4_Stony",0
"132560","MEANYLD",0
"132560","HI_MEAN",0
"132560","LI_MEAN",0
"132560","IR_MEAN",0
"132560","SS_MEAN",0
"132584","Intercept",1
"132584","Cropland",0.178937663658257
"132584","Forest",0.0208957677828347
"132584","OtherLand",22.2335663835687
"132584","Pasture",11.916830169732
"132584","Plantations",0
"132584","Urban",0.0596200152581624
"132584","MeanTemp",11.5018
"132584","MeanPrecip",207.076
"132584","HarvWood",0.3
"132584","HarvCost",115.474
"132584","GRASYLD",2.444
"132584","meanTimeToMarket",315.272
"132584","totPop",14.0076170050146
"132584","ruralPop",1
"132584","Altitude",600
"132584","Slope",0
"132584","Soil2_Medium",1
"132584","Soil3_Heavy",0
"132584","Soil4_Stony",0
"132584","MEANYLD",0
"132584","HI_MEAN",0
"132584","LI_MEAN",0
"132584","IR_MEAN",0
"132584","SS_MEAN",0
"132585","Intercept",1
"132585","Cropland",0
"132585","Forest",0
"132585","OtherLand",61.55234526
"132585","Pasture",34.17447474
"132585","Plantations",0
"132585","Urban",0
"132585","MeanTemp",11.5018
"132585","MeanPrecip",207.076
"132585","HarvWood",0.323
"132585","HarvCost",116.571
"132585","GRASYLD",1.33
"132585","meanTimeToMarket",358.347
"132585","totPop",20.7674296503321
"132585","ruralPop",1
"132585","Altitude",600
"132585","Slope",0
"132585","Soil2_Medium",1
"132585","Soil3_Heavy",0
"132585","Soil4_Stony",0
"132585","MEANYLD",0
"132585","HI_MEAN",0
"132585","LI_MEAN",0
"132585","IR_MEAN",0
"132585","SS_MEAN",0
"132586","Intercept",1
"132586","Cropland",0
"132586","Forest",0
"132586","OtherLand",78.61951998
"132586","Pasture",43.65034002
"132586","Plantations",0
"132586","Urban",0
"132586","MeanTemp",11.5018
"132586","MeanPrecip",207.076
"132586","HarvWood",0.307
"132586","HarvCost",117.014
"132586","GRASYLD",0.915
"132586","meanTimeToMarket",373.148
"132586","totPop",17.8294143789811
"132586","ruralPop",1
"132586","Altitude",600
"132586","Slope",0
"132586","Soil2_Medium",1
"132586","Soil3_Heavy",0
"132586","Soil4_Stony",0
"132586","MEANYLD",0
"132586","HI_MEAN",0
"132586","LI_MEAN",0
"132586","IR_MEAN",0
"132586","SS_MEAN",0
"132587","Intercept",1
"132587","Cropland",0.146000156545541
"132587","Forest",0.0367547977251518
"132587","OtherLand",117.527444532584
"132587","Pasture",64.4251408725152
"132587","Plantations",0
"132587","Urban",0.0439196406304698
"132587","MeanTemp",11.5018
"132587","MeanPrecip",207.076
"132587","HarvWood",0.295
"132587","HarvCost",117.241
"132587","GRASYLD",1.402
"132587","meanTimeToMarket",349.691
"132587","totPop",16.9009359243198
"132587","ruralPop",1
"132587","Altitude",600
"132587","Slope",0
"132587","Soil2_Medium",1
"132587","Soil3_Heavy",0
"132587","Soil4_Stony",0
"132587","MEANYLD",1.26359375
"132587","HI_MEAN",0.6035
"132587","LI_MEAN",0.606625
"132587","IR_MEAN",3.225375
"132587","SS_MEAN",0.618875
"132588","Intercept",1
"132588","Cropland",0.0873867412139004
"132588","Forest",0.00689387646698886
"132588","OtherLand",155.206708491284
"132588","Pasture",85.8841073195607
"132588","Plantations",0
"132588","Urban",0.0678235714744908
"132588","MeanTemp",11.5018
"132588","MeanPrecip",207.076
"132588","HarvWood",0.273
"132588","HarvCost",118.378
"132588","GRASYLD",1.703
"132588","meanTimeToMarket",286.297
"132588","totPop",122.547739525806
"132588","ruralPop",0.730931845087096
"132588","Altitude",600
"132588","Slope",0
"132588","Soil2_Medium",1
"132588","Soil3_Heavy",0
"132588","Soil4_Stony",0
"132588","MEANYLD",1.529109375
"132588","HI_MEAN",0.893125
"132588","LI_MEAN",0.9020625
"132588","IR_MEAN",3.4290625
"132588","SS_MEAN",0.8921875
"132589","Intercept",1
"132589","Cropland",0.0577981720586569
"132589","Forest",0.0133646682885371
"132589","OtherLand",141.021763777362
"132589","Pasture",78.4910813471771
"132589","Plantations",0
"132589","Urban",0.0323120351138411
"132589","MeanTemp",11.5018
"132589","MeanPrecip",207.076
"132589","HarvWood",0.326
"132589","HarvCost",116.701
"132589","GRASYLD",2.449
"132589","meanTimeToMarket",296.006
"132589","totPop",62.5955302411041
"132589","ruralPop",0.991198079580999
"132589","Altitude",600
"132589","Slope",0
"132589","Soil2_Medium",1
"132589","Soil3_Heavy",0
"132589","Soil4_Stony",0
"132589","MEANYLD",0
"132589","HI_MEAN",0
"132589","LI_MEAN",0
"132589","IR_MEAN",0
"132589","SS_MEAN",0
"132590","Intercept",1
"132590","Cropland",0.0312460305105128
"132590","Forest",0.0634906552468446
"132590","OtherLand",148.846086841245
"132590","Pasture",82.3389666684343
"132590","Plantations",0
"132590","Urban",0.00370980456367205
"132590","MeanTemp",11.5018
"132590","MeanPrecip",207.076
"132590","HarvWood",0.415
"132590","HarvCost",115.212
"132590","GRASYLD",3.185
"132590","meanTimeToMarket",272.903
"132590","totPop",11.760458484933
"132590","ruralPop",1
"132590","Altitude",600
"132590","Slope",0
"132590","Soil2_Medium",1
"132590","Soil3_Heavy",0
"132590","Soil4_Stony",0
"132590","MEANYLD",2.542625
"132590","HI_MEAN",2.3849375
"132590","LI_MEAN",2.2355
"132590","IR_MEAN",4.2705625
"132590","SS_MEAN",1.2795
"132591","Intercept",1
"132591","Cropland",0.000789969357783584
"132591","Forest",0.00333233553036878
"132591","OtherLand",25.4523459188231
"132591","Pasture",13.9069607202457
"132591","Plantations",0
"132591","Urban",0.000411056042978156
"132591","MeanTemp",11.5018
"132591","MeanPrecip",207.076
"132591","HarvWood",0.415
"132591","HarvCost",114.417
"132591","GRASYLD",0
"132591","meanTimeToMarket",305.99
"132591","totPop",5.56348161155009
"132591","ruralPop",1
"132591","Altitude",600
"132591","Slope",0
"132591","Soil2_Medium",1
"132591","Soil3_Heavy",0
"132591","Soil4_Stony",0
"132591","MEANYLD",0
"132591","HI_MEAN",0
"132591","LI_MEAN",0
"132591","IR_MEAN",0
"132591","SS_MEAN",0
"132592","Intercept",1
"132592","Cropland",0.00438288985617234
"132592","Forest",0
"132592","OtherLand",29.2496130119865
"132592","Pasture",16.0266597916137
"132592","Plantations",0
"132592","Urban",0.00899430654357785
"132592","MeanTemp",11.5018
"132592","MeanPrecip",207.076
"132592","HarvWood",0.33
"132592","HarvCost",115.974
"132592","GRASYLD",2.54
"132592","meanTimeToMarket",311.461
"132592","totPop",6.71235039352258
"132592","ruralPop",1
"132592","Altitude",600
"132592","Slope",0
"132592","Soil2_Medium",1
"132592","Soil3_Heavy",0
"132592","Soil4_Stony",0
"132592","MEANYLD",0
"132592","HI_MEAN",0
"132592","LI_MEAN",0
"132592","IR_MEAN",0
"132592","SS_MEAN",0
"132593","Intercept",1
"132593","Cropland",0
"132593","Forest",0
"132593","OtherLand",20.6439230768051
"132593","Pasture",11.4563373772997
"132593","Plantations",0
"132593","Urban",0.000689545895146623
"132593","MeanTemp",11.5018
"132593","MeanPrecip",207.076
"132593","HarvWood",0.304
"132593","HarvCost",115.114
"132593","GRASYLD",3.597
"132593","meanTimeToMarket",229.304
"132593","totPop",5.48270378290985
"132593","ruralPop",1
"132593","Altitude",600
"132593","Slope",0
"132593","Soil2_Medium",1
"132593","Soil3_Heavy",0
"132593","Soil4_Stony",0
"132593","MEANYLD",0
"132593","HI_MEAN",0
"132593","LI_MEAN",0
"132593","IR_MEAN",0
"132593","SS_MEAN",0
"132594","Intercept",1
"132594","Cropland",0
"132594","Forest",0
"132594","OtherLand",86.7029963493326
"132594","Pasture",46.9185451515393
"132594","Plantations",0
"132594","Urban",0.147198499128072
"132594","MeanTemp",11.5018
"132594","MeanPrecip",207.076
"132594","HarvWood",0.273
"132594","HarvCost",116.143
"132594","GRASYLD",2.2
"132594","meanTimeToMarket",320.829
"132594","totPop",16.0799899886924
"132594","ruralPop",1
"132594","Altitude",600
"132594","Slope",0
"132594","Soil2_Medium",1
"132594","Soil3_Heavy",0
"132594","Soil4_Stony",0
"132594","MEANYLD",0
"132594","HI_MEAN",0
"132594","LI_MEAN",0
"132594","IR_MEAN",0
"132594","SS_MEAN",0
"132595","Intercept",1
"132595","Cropland",0.0111003270603176
"132595","Forest",0.0267569251876469
"132595","OtherLand",16.4579332384328
"132595","Pasture",8.72678111898833
"132595","Plantations",0
"132595","Urban",0.0542683903309179
"132595","MeanTemp",11.5018
"132595","MeanPrecip",207.076
"132595","HarvWood",0.305
"132595","HarvCost",116.39
"132595","GRASYLD",2.529
"132595","meanTimeToMarket",331.255
"132595","totPop",14.2027247076771
"132595","ruralPop",1
"132595","Altitude",600
"132595","Slope",0
"132595","Soil2_Medium",1
"132595","Soil3_Heavy",0
"132595","Soil4_Stony",0
"132595","MEANYLD",0
"132595","HI_MEAN",0
"132595","LI_MEAN",0
"132595","IR_MEAN",0
"132595","SS_MEAN",0
"132596","Intercept",1
"132596","Cropland",0.00477149082859765
"132596","Forest",0
"132596","OtherLand",24.1612681621322
"132596","Pasture",13.4381761200427
"132596","Plantations",0
"132596","Urban",0.00372422699649934
"132596","MeanTemp",11.5018
"132596","MeanPrecip",207.076
"132596","HarvWood",0.314
"132596","HarvCost",115.776
"132596","GRASYLD",1.862
"132596","meanTimeToMarket",605.253
"132596","totPop",2.79196361193939
"132596","ruralPop",1
"132596","Altitude",600
"132596","Slope",0
"132596","Soil2_Medium",1
"132596","Soil3_Heavy",0
"132596","Soil4_Stony",0
"132596","MEANYLD",0
"132596","HI_MEAN",0
"132596","LI_MEAN",0
"132596","IR_MEAN",0
"132596","SS_MEAN",0
"132597","Intercept",1
"132597","Cropland",0
"132597","Forest",0
"132597","OtherLand",68.2043349161962
"132597","Pasture",37.4727650838038
"132597","Plantations",0
"132597","Urban",0
"132597","MeanTemp",11.5018
"132597","MeanPrecip",207.076
"132597","HarvWood",0.303
"132597","HarvCost",115.389
"132597","GRASYLD",2.234
"132597","meanTimeToMarket",459.799
"132597","totPop",3.63371061469325
"132597","ruralPop",1
"132597","Altitude",600
"132597","Slope",0
"132597","Soil2_Medium",1
"132597","Soil3_Heavy",0
"132597","Soil4_Stony",0
"132597","MEANYLD",0
"132597","HI_MEAN",0
"132597","LI_MEAN",0
"132597","IR_MEAN",0
"132597","SS_MEAN",0
"132598","Intercept",1
"132598","Cropland",0.00474311206763446
"132598","Forest",0
"132598","OtherLand",36.0251339061986
"132598","Pasture",19.446058956098
"132598","Plantations",0
"132598","Urban",0.00123402563574997
"132598","MeanTemp",11.5018
"132598","MeanPrecip",207.076
"132598","HarvWood",0.338
